"Fecha";"Ano";"Mes";"Dia";"Estacion";"81";"82";"83";"86";"87";"88";"89"
2021-01-01;2021;1;1;102;"2,21";"278";"1,3";"66";"934";"96";"0,1"
2021-01-02;2021;1;2;102;"1,48";"0";"-0,3";"52";"937";"82";"0"
2021-01-03;2021;1;3;102;"1,75";"246";"0,2";"58";"938";"106";"0"
2021-01-04;2021;1;4;102;"1,73";"240";"0,7";"58";"935";"95";"0"
2021-01-05;2021;1;5;102;"0,75";"17";"-0,7";"63";"936";"111";"0"
2021-01-06;2021;1;6;102;"1,43";"24";"-1";"60";"936";"109";"0"
2021-01-07;2021;1;7;102;"1,62";"51";"-2,5";"77";"936";"15";"0,6"
2021-01-08;2021;1;8;102;"2,27";"50";"-3,7";"86";"934";"24";"2,1"
2021-01-09;2021;1;9;102;"0,33";"50";"-3,7";"100";"930";"30";"1,1"
2021-01-10;2021;1;10;102;"2,14";"58";"-1,3";"82";"936";"114";"16,8"
2021-01-11;2021;1;11;102;"0,8";"3";"-1,7";"63";"942";"123";"8,3"
2021-01-12;2021;1;12;102;"0,7";"87";"-4,8";"68";"947";"125";"0"
2021-01-13;2021;1;13;102;"0,57";"1";"-2,7";"63";"948";"123";"0"
2021-01-14;2021;1;14;102;"0,52";"0";"-0,9";"61";"946";"125";"0"
2021-01-15;2021;1;15;102;"0,56";"125";"0,5";"71";"947";"116";"0"
2021-01-16;2021;1;16;102;"0,48";"5";"1,2";"65";"947";"123";"0"
2021-01-17;2021;1;17;102;"0,83";"57";"0,7";"54";"948";"130";"0"
2021-01-18;2021;1;18;102;"0,77";"12";"2";"65";"947";"127";"0"
2021-01-19;2021;1;19;102;"0,88";"59";"1,1";"75";"944";"120";"0"
2021-01-20;2021;1;20;102;"1,7";"140";"1,2";"91";"937";"35";"3,5"
2021-01-21;2021;1;21;102;"3,42";"242";"4,9";"96";"937";"30";"4,1"
2021-01-22;2021;1;22;102;"4,38";"210";"5";"77";"936";"66";"3,9"
2021-01-23;2021;1;23;102;"3,74";"230";"3,2";"92";"937";"31";"1,3"
2021-01-24;2021;1;24;102;"3,13";"249";"7";"67";"937";"109";"0"
2021-01-25;2021;1;25;102;"3,62";"242";"7,5";"92";"937";"38";"0"
2021-01-26;2021;1;26;102;"1,5";"238";"9,2";"90";"944";"94";"0"
2021-01-27;2021;1;27;102;"1,04";"79";"11";"85";"946";"115";"0"
2021-01-28;2021;1;28;102;"0,63";"242";"7,8";"96";"946";"29";"0,1"
2021-01-29;2021;1;29;102;"0,94";"190";"7";"91";"943";"57";"0"
2021-01-30;2021;1;30;102;"4,2";"243";"7,3";"75";"938";"97";"5,8"
2021-01-31;2021;1;31;102;"3,81";"228";"7,2";"75";"938";"72";"0,2"
2021-02-01;2021;2;1;102;"3,09";"161";"8,4";"76";"939";"146";"0"
2021-02-02;2021;2;2;102;"2,32";"243";"7";"89";"941";"47";"0,4"
2021-02-03;2021;2;3;102;"1,66";"171";"6,9";"88";"939";"41";"0,3"
2021-02-04;2021;2;4;102;"1,4";"144";"7,7";"84";NA;"86";"0"
2021-02-05;2021;2;5;102;"2,58";"38";"8,6";"73";"932";"128";"6,1"
2021-02-06;2021;2;6;102;"1,45";"155";"5,9";"89";"930";"70";"1,9"
2021-02-07;2021;2;7;102;"2,58";"247";"4,6";"72";"933";"125";"0,6"
2021-02-08;2021;2;8;102;"3,28";"246";"4,5";"86";"932";"89";"7,3"
2021-02-09;2021;2;9;102;"3,52";"238";"4";"91";"932";"41";"9,7"
2021-02-10;2021;2;10;102;"3,42";"256";"6,6";"71";"935";"152";"5,2"
2021-02-11;2021;2;11;102;"1,28";"240";"7,1";"92";"942";"39";"0,5"
2021-02-12;2021;2;12;102;"2,6";"242";"8,3";"74";"942";"136";"1,2"
2021-02-13;2021;2;13;102;"1,28";"0";"8,2";"62";"946";"156";"0"
2021-02-14;2021;2;14;102;"1,28";"58";"7,8";"64";"948";"165";"0"
2021-02-15;2021;2;15;102;"1,92";"60";"7,2";"73";"950";"146";"0"
2021-02-16;2021;2;16;102;"1,36";"72";"7";"71";"947";"141";"0"
2021-02-17;2021;2;17;102;"0,98";"55";"8,5";"67";"944";"153";"0"
2021-02-18;2021;2;18;102;"1,46";"72";"8,6";"58";"941";"163";"0"
2021-02-19;2021;2;19;102;"1,34";"231";"8,9";"55";"941";"173";"0"
2021-02-20;2021;2;20;102;"2,23";"133";"9,5";"45";NA;"156";"0"
2021-02-21;2021;2;21;102;"3,26";"151";"6,3";"74";NA;"52";"5,9"
2021-02-22;2021;2;22;102;"2,07";"256";"5,1";"64";NA;"86";"0,2"
2021-02-23;2021;2;23;102;"1,31";"67";"6,1";"67";"950";"158";"0"
2021-02-24;2021;2;24;102;"2,49";"19";"6,6";"73";"950";"135";"0"
2021-02-25;2021;2;25;102;"2,32";"51";"6,8";"72";"947";"119";"0"
2021-02-26;2021;2;26;102;"1,51";"55";"8,7";"62";"947";"167";"0"
2021-02-27;2021;2;27;102;"1,48";"46";"9,9";"52";"945";"197";"0"
2021-02-28;2021;2;28;102;"3,11";"63";"6,6";"63";"942";"146";"0"
2021-03-01;2021;3;1;102;"2,61";"62";"5,1";"75";"943";"18";"0"
2021-03-02;2021;3;2;102;"1,54";"66";"7,6";"69";"946";"105";"0"
2021-03-03;2021;3;3;102;"0,99";"80";"8,3";"72";"947";"106";"0"
2021-03-04;2021;3;4;102;"1,02";"68";"6,5";"82";"943";"86";"0"
2021-03-05;2021;3;5;102;"1,45";"18";"7,4";"69";NA;"147";"0"
2021-03-06;2021;3;6;102;"1,75";"49";"8,1";"63";NA;"144";"0"
2021-03-07;2021;3;7;102;"1,42";"183";"6,9";"71";NA;"159";"0"
2021-03-08;2021;3;8;102;"1,1";"0";"5,7";"77";NA;"104";"0,6"
2021-03-09;2021;3;9;102;"2,54";"48";"5,8";"56";"941";"198";"0"
2021-03-10;2021;3;10;102;"1,3";"73";"6,1";"52";"944";"223";"0"
2021-03-11;2021;3;11;102;"1,78";"115";"9";"63";"945";"216";"0"
2021-03-12;2021;3;12;102;"1,82";"2";"8,4";"60";"944";"190";"0"
2021-03-13;2021;3;13;102;"1,5";"11";"7,2";"46";"944";"235";"0"
2021-03-14;2021;3;14;102;"1,5";"8";"7,9";"52";"945";"218";"0"
2021-03-15;2021;3;15;102;"2,44";"66";"8,1";"48";"945";"238";"0"
2021-03-16;2021;3;16;102;"5,27";"72";"8,2";"48";"945";"242";"0"
2021-03-17;2021;3;17;102;"5,44";"55";"9";"45";"945";"249";"0"
2021-03-18;2021;3;18;102;"3,76";"23";"5,3";"43";"942";"186";"0"
2021-03-19;2021;3;19;102;"2,73";"46";"4,2";"55";"938";"187";"0"
2021-03-20;2021;3;20;102;"4,11";"72";"3,2";"41";"940";"258";"0"
2021-03-21;2021;3;21;102;"1,75";"210";"5";"40";"942";"253";"0"
2021-03-22;2021;3;22;102;"1,39";"65";"7,1";"42";"941";"239";"0"
2021-03-23;2021;3;23;102;"1,11";"46";"9,4";"36";"943";"256";"0"
2021-03-24;2021;3;24;102;"1,5";"2";"10,5";"35";"945";"258";"0"
2021-03-25;2021;3;25;102;"1,57";"239";"11";"41";"944";"247";"0"
2021-03-26;2021;3;26;102;"2,25";"281";"10,7";"46";"943";"219";"0"
2021-03-27;2021;3;27;102;"2,39";"51";"9,2";"56";"945";"177";"0"
2021-03-28;2021;3;28;102;"2,7";"52";"11,2";"50";"947";"259";"0"
2021-03-29;2021;3;29;102;"2,96";"39";"12,3";"38";"946";"217";"0"
2021-03-30;2021;3;30;102;"3,09";"103";"12,6";"37";"946";"152";"0"
2021-03-31;2021;3;31;102;"2,95";"63";"13,1";"33";"943";"244";"0"
2021-04-01;2021;4;1;102;"2,52";"69";"13,6";"35";"939";"216";"0"
2021-04-02;2021;4;2;102;"1,45";"197";"10,5";"77";"939";"121";"11,1"
2021-04-03;2021;4;3;102;"1,4";"36";"10,3";"72";"938";"190";"2,2"
2021-04-04;2021;4;4;102;"1,9";"16";"10,6";"42";"939";"279";"0"
2021-04-05;2021;4;5;102;"1,59";"51";"12,1";"42";"940";"282";"0"
2021-04-06;2021;4;6;102;"1,54";"65";"13,7";"31";"938";"291";"0"
2021-04-07;2021;4;7;102;"3,09";"64";"9,3";"41";"940";"283";"0"
2021-04-08;2021;4;8;102;"2,21";"85";"9,2";"66";"943";"175";"0"
2021-04-09;2021;4;9;102;"1,89";"82";"7,2";"77";"941";"91";"6,6"
2021-04-10;2021;4;10;102;"1,72";"11";"9,1";"74";"938";"202";"11,1"
2021-04-11;2021;4;11;102;"2,09";"226";"8,7";"82";"938";"159";"11"
2021-04-12;2021;4;12;102;"2,53";"69";"6,9";"50";"944";"293";"0"
2021-04-13;2021;4;13;102;"1,84";"36";"8,6";"60";"943";"103";"0,9"
2021-04-14;2021;4;14;102;"2,14";"38";"11,2";"68";"940";"219";"0,3"
2021-04-15;2021;4;15;102;"2,29";"86";"9,8";"66";"939";"133";"0"
2021-04-16;2021;4;16;102;"1,87";"6";"8,9";"54";"940";"252";"0"
2021-04-17;2021;4;17;102;"2,79";"10";"6,6";"39";"941";"310";"0"
2021-04-18;2021;4;18;102;"2,05";"69";"8";"44";"942";"307";"0"
2021-04-19;2021;4;19;102;"1,55";"253";"11,3";"45";"940";"259";"0"
2021-04-20;2021;4;20;102;"1,24";"162";"11,4";"60";"938";"179";"1,1"
2021-04-21;2021;4;21;102;"2,07";"6";"10,1";"65";"936";"205";"0"
2021-04-22;2021;4;22;102;"1,28";"143";"9,2";"80";"938";"130";"7,4"
2021-04-23;2021;4;23;102;"3,27";"97";"9,9";"71";"941";"167";"0"
2021-04-24;2021;4;24;102;"3,52";"100";"9,1";"72";"940";"150";"4,4"
2021-04-25;2021;4;25;102;"2,07";"12";"7,6";"87";"937";"43";"11,4"
2021-04-26;2021;4;26;102;"1,28";"239";"10,9";"77";"934";"189";"0,3"
2021-04-27;2021;4;27;102;"1,28";"251";"10,7";"78";"933";"165";"29,4"
2021-04-28;2021;4;28;102;"1,92";"250";"10,7";"75";"933";"228";"0,7"
2021-04-29;2021;4;29;102;"3,1";"230";"10";"71";"934";"245";"5"
2021-04-30;2021;4;30;102;"1,77";"231";"8,6";"60";"935";"247";"0"
2021-05-01;2021;5;1;102;"1,27";"0";"9,3";"54";"937";"196";"0"
2021-05-02;2021;5;2;102;"2,01";"62";"9,7";"53";"940";"235";"0"
2021-05-03;2021;5;3;102;"2,51";"72";"9,7";"64";"941";"217";"0"
2021-05-04;2021;5;4;102;"1,26";"128";"12,1";"59";"941";"328";"0,3"
2021-05-05;2021;5;5;102;"1,39";"3";"15,6";"40";"940";"335";"0"
2021-05-06;2021;5;6;102;"1,92";"5";"16,6";"41";"940";"337";"0"
2021-05-07;2021;5;7;102;"1,56";"139";"18,1";"38";"941";"333";"0"
2021-05-08;2021;5;8;102;"2,01";"226";"18,6";"38";"938";"292";"0"
2021-05-09;2021;5;9;102;"3,01";"187";"12,8";"61";"934";"101";"5,4"
2021-05-10;2021;5;10;102;"2,7";"232";"8,6";"65";"936";"287";"0,3"
2021-05-11;2021;5;11;102;"2,65";"245";"8,9";"51";"941";"288";"0"
2021-05-12;2021;5;12;102;"3,71";"242";"11,1";"55";"941";"294";"0,7"
2021-05-13;2021;5;13;102;"2,98";"253";"11,8";"53";"940";"221";"0"
2021-05-14;2021;5;14;102;"2,2";"261";"13,9";"44";"940";"336";"0"
2021-05-15;2021;5;15;102;"2,19";"254";"16,3";"52";"939";"282";"0"
2021-05-16;2021;5;16;102;"2,66";"232";"17,1";"58";"939";"300";"0"
2021-05-17;2021;5;17;102;"1,89";"2";"16,6";"40";"941";"342";"0"
2021-05-18;2021;5;18;102;"1,86";"14";"17,7";"37";"941";"325";"0"
2021-05-19;2021;5;19;102;"2,5";"81";"15,9";"40";"943";"356";"0"
2021-05-20;2021;5;20;102;"1,9";"7";"17,4";"39";"943";"349";"0"
2021-05-21;2021;5;21;102;"2,14";"254";"19,4";"40";"939";"304";"0"
2021-05-22;2021;5;22;102;"2,4";"274";"14,8";"35";"938";"273";"0"
2021-05-23;2021;5;23;102;"2,61";"54";"11";"55";"940";"180";"3,5"
2021-05-24;2021;5;24;102;"1,97";"261";"13,5";"49";"942";"274";"0"
2021-05-25;2021;5;25;102;"2,17";"39";"15,7";"45";"943";"350";"0"
2021-05-26;2021;5;26;102;"2,03";"80";"17,1";"53";"941";"325";"0"
2021-05-27;2021;5;27;102;"1,97";"7";"18,2";"48";"940";"246";"0"
2021-05-28;2021;5;28;102;"1,99";"2";"17,8";"57";"940";"280";"1,5"
2021-05-29;2021;5;29;102;"1,47";"48";"20,4";"47";"941";"339";"0"
2021-05-30;2021;5;30;102;"2,84";"59";"21,5";"45";"940";"335";"0"
2021-05-31;2021;5;31;102;"2,52";"7";"20,4";"48";"938";"297";"4,1"
2021-06-01;2021;6;1;102;"2,73";"67";"16,7";"66";"937";"276";"3,5"
2021-06-02;2021;6;2;102;"1,35";"111";"16,7";"55";"938";"313";"0"
2021-06-03;2021;6;3;102;"2,55";"94";"19,5";"49";"940";"292";"0"
2021-06-04;2021;6;4;102;"1,96";"108";"19,6";"41";"942";"357";"0"
2021-06-05;2021;6;5;102;"2,64";"42";"14,9";"70";"944";"120";"6,8"
2021-06-06;2021;6;6;102;"1,13";"104";"18,4";"56";"943";"315";"1,4"
2021-06-07;2021;6;7;102;"1,8";"28";"21,7";"38";"942";"345";"0"
2021-06-08;2021;6;8;102;"1,99";"57";"23,5";"32";"942";"346";"0"
2021-06-09;2021;6;9;102;"2,06";"5";"24,6";"26";"942";"362";"0"
2021-06-10;2021;6;10;102;"2,32";"73";"24,1";"34";"941";"352";"0"
2021-06-11;2021;6;11;102;"2,76";"83";"22";"43";"940";"303";"0,2"
2021-06-12;2021;6;12;102;"3,82";"102";"20,2";"49";"942";"354";"0"
2021-06-13;2021;6;13;102;"3,41";"52";"22,2";"38";"943";"321";"0"
2021-06-14;2021;6;14;102;"2,21";"74";"23,8";"35";"942";"333";"0"
2021-06-15;2021;6;15;102;"3,56";"56";"23,5";"36";"940";"283";"0"
2021-06-16;2021;6;16;102;"3";"129";"21,9";"44";"937";"268";"11,4"
2021-06-17;2021;6;17;102;"2,31";"5";"14,8";"78";"937";"153";"8,4"
2021-06-18;2021;6;18;102;"2,59";"90";"16,4";"65";"938";"301";NA
2021-06-19;2021;6;19;102;"1,66";"143";"16,1";"52";"939";"301";"0"
2021-06-20;2021;6;20;102;"3,09";"229";"13,7";"67";"937";"170";"0,1"
2021-06-21;2021;6;21;102;"2,99";"241";"14,2";"59";"937";"318";"0"
2021-06-22;2021;6;22;102;"1,59";"24";"14,9";"57";"939";"137";"1,3"
2021-06-23;2021;6;23;102;"2,08";"66";"15,6";"53";"941";"281";"0"
2021-06-24;2021;6;24;102;"2,04";"13";"17,8";"44";"943";"367";"0"
2021-06-25;2021;6;25;102;"1,98";"61";"21,2";"40";"941";"347";"0"
2021-06-26;2021;6;26;102;"2,36";"80";"23,2";"37";"939";"350";"0"
2021-06-27;2021;6;27;102;"3,46";"235";"21,2";"29";"938";"360";"0"
2021-06-28;2021;6;28;102;"2,03";"260";"18,9";"31";"939";"373";"0"
2021-06-29;2021;6;29;102;"1,81";"59";"20,2";"34";"940";"365";"0"
2021-06-30;2021;6;30;102;"2,29";"30";"22,1";"34";"939";"365";"0"
2021-07-01;2021;7;1;102;"2,27";"244";"23,7";"28";"940";"365";"0"
2021-07-02;2021;7;2;102;"2,32";"241";"24,7";"20";"940";"367";"0"
2021-07-03;2021;7;3;102;"2,62";"232";"23,7";"32";"940";"340";"0"
2021-07-04;2021;7;4;102;"2,42";"258";"22,8";"37";"940";"362";"0"
2021-07-05;2021;7;5;102;"2,67";"238";"24,2";"37";"939";"361";"0"
2021-07-06;2021;7;6;102;"2,26";"230";"17,8";"54";"938";"69";"0,6"
2021-07-07;2021;7;7;102;"1,68";"266";"17,6";"42";"940";"365";"0"
2021-07-08;2021;7;8;102;"2,21";"75";"19";"37";"943";"364";"0"
2021-07-09;2021;7;9;102;"1,82";"9";"22,6";"36";"942";"349";"0"
2021-07-10;2021;7;10;102;"1,86";"158";"26";"33";"941";"348";"0"
2021-07-11;2021;7;11;102;"2,93";"249";"28";"24";"938";"268";"0"
2021-07-12;2021;7;12;102;"3,6";"265";"21,3";"30";"938";"352";"0"
2021-07-13;2021;7;13;102;"2,4";"39";"17,3";"35";"942";"351";"0"
2021-07-14;2021;7;14;102;"2,19";"46";"18,6";"36";"942";"330";"0"
2021-07-15;2021;7;15;102;"2,26";"42";"20,7";"35";"941";"355";"0"
2021-07-16;2021;7;16;102;"1,62";"142";"24,6";"31";"941";"347";"0"
2021-07-17;2021;7;17;102;"2";"5";"26,9";"24";"940";"346";"0"
2021-07-18;2021;7;18;102;"2,13";"18";"26,8";"25";"939";"351";"0"
2021-07-19;2021;7;19;102;"2,07";"1";"25,7";"28";"938";"351";"0"
2021-07-20;2021;7;20;102;"1,81";"244";"26,6";"23";"939";"334";"0"
2021-07-21;2021;7;21;102;"1,99";"154";"26,5";"26";"940";"336";"0"
2021-07-22;2021;7;22;102;"2,17";"44";"27,3";"25";"940";"342";"0"
2021-07-23;2021;7;23;102;"2,59";"143";"25,3";"21";"938";"335";"0"
2021-07-24;2021;7;24;102;"1,99";"273";"22,7";"27";"937";"347";"0"
2021-07-25;2021;7;25;102;"1,68";"17";"22,2";"27";"937";"316";"0,3"
2021-07-26;2021;7;26;102;"1,7";"60";"20,2";"53";"939";"310";"4,3"
2021-07-27;2021;7;27;102;"2,2";"68";"23,4";"42";"939";"337";"0"
2021-07-28;2021;7;28;102;"1,99";"11";"25,4";"32";"938";"333";"0"
2021-07-29;2021;7;29;102;"2,49";"99";"25,7";"40";"938";"331";"0"
2021-07-30;2021;7;30;102;"2,55";"239";"25,4";"27";"938";"339";"0"
2021-07-31;2021;7;31;102;"2,59";"262";"20";"42";"937";"269";"0"
2021-08-01;2021;8;1;102;"1,76";"34";"16,9";"47";"940";"328";"0"
2021-08-02;2021;8;2;102;"1,85";"47";"20,2";"35";"939";"303";"0"
2021-08-03;2021;8;3;102;"2,21";"207";"22,1";"41";"940";"308";"0"
2021-08-04;2021;8;4;102;"2,33";"257";"23,5";"35";"939";"331";"0"
2021-08-05;2021;8;5;102;"1,7";"67";"25";"27";"939";"327";"0"
2021-08-06;2021;8;6;102;"2,62";"249";"24,5";"25";"936";"341";"0"
2021-08-07;2021;8;7;102;"2,26";"240";"21,4";"30";"936";"330";"0"
2021-08-08;2021;8;8;102;"1,61";"26";"21,4";"29";"939";"324";"0"
2021-08-09;2021;8;9;102;"2,1";"92";"23,7";"50";"940";"315";"0"
2021-08-10;2021;8;10;102;"1,84";"116";"25,7";"44";"940";"302";"0"
2021-08-11;2021;8;11;102;"2,09";"143";"28";"34";"940";"274";"0"
2021-08-12;2021;8;12;102;"2,54";"7";"27,4";"31";"942";"311";"0"
2021-08-13;2021;8;13;102;"1,83";"56";"29,9";"20";"943";"289";"0"
2021-08-14;2021;8;14;102;"1,75";"41";"31,3";"21";"943";"269";"0"
2021-08-15;2021;8;15;102;"2,68";"30";"29,6";"21";"941";"271";"0"
2021-08-16;2021;8;16;102;"2,47";"30";"26,5";"21";"941";"307";"0"
2021-08-17;2021;8;17;102;"2,76";"43";"21,8";"30";"942";"312";"0"
2021-08-18;2021;8;18;102;"2,42";"65";"23,2";"32";"940";"303";"0"
2021-08-19;2021;8;19;102;"2,04";"74";"23,8";"35";"938";"298";"0"
2021-08-20;2021;8;20;102;"2,21";"70";"24";"40";"939";"303";"0"
2021-08-21;2021;8;21;102;"1,46";"83";"25,3";"21";"941";"305";"0"
2021-08-22;2021;8;22;102;"1,58";"45";"26,2";"22";"942";"291";"0"
2021-08-23;2021;8;23;102;"2,2";"4";"26,2";"30";"940";"269";"0"
2021-08-24;2021;8;24;102;"2,29";"2";"22,7";"42";"938";"226";"0"
2021-08-25;2021;8;25;102;"2,01";"23";"21,8";"50";"938";"221";"0"
2021-08-26;2021;8;26;102;"1,32";"128";"23,2";"43";"939";"230";"0"
2021-08-27;2021;8;27;102;"1,71";"15";"24,9";"32";"939";"284";"0"
2021-08-28;2021;8;28;102;"1,8";"235";"24,3";"29";"939";"282";"0"
2021-08-29;2021;8;29;102;"1,73";"252";"22,7";"33";"938";"277";"0"
2021-08-30;2021;8;30;102;"1,98";"218";"22,1";"40";"938";"279";"0"
2021-08-31;2021;8;31;102;"1,59";"7";"22,4";"44";"939";"254";"0"
2021-09-01;2021;9;1;102;"2,39";"45";"16,6";"76";"940";"130";"37,6"
2021-09-02;2021;9;2;102;"1,35";"2";"16,2";"73";"941";"213";"1"
2021-09-03;2021;9;3;102;"1,31";"223";"19,5";"56";"940";"245";"0"
2021-09-04;2021;9;4;102;"1,29";"26";"21,1";"44";"940";"268";"0"
2021-09-05;2021;9;5;102;"1,65";"13";"22,3";"44";"941";"264";"0"
2021-09-06;2021;9;6;102;"3,03";"31";"23";"42";"942";"141";"0"
2021-09-07;2021;9;7;102;"2,02";"118";"23,6";"37";"940";"239";"0"
2021-09-08;2021;9;8;102;"2,86";"252";"20";"49";"939";"265";"0"
2021-09-09;2021;9;9;102;"1,7";"273";"19,4";"52";"939";"198";"0"
2021-09-10;2021;9;10;102;"2,35";"218";"19,9";"48";"941";"246";"0"
2021-09-11;2021;9;11;102;"1,43";"87";"19";"46";"941";"187";"0"
2021-09-12;2021;9;12;102;"1,62";"62";"20,8";"40";"940";"246";"0"
2021-09-13;2021;9;13;102;"1,65";"70";"19,3";"50";"939";"96";"0,5"
2021-09-14;2021;9;14;102;"2,18";"63";"14,7";"82";"939";"62";"20,2"
2021-09-15;2021;9;15;102;"1,39";"189";"15,6";"75";"939";"179";"0,5"
2021-09-16;2021;9;16;102;"0,99";"26";"17,1";"64";"941";"189";"0"
2021-09-17;2021;9;17;102;"1,46";"2";"18,3";"58";"940";"222";"0"
2021-09-18;2021;9;18;102;"1,69";"3";"18,2";"48";"939";"242";"0"
2021-09-19;2021;9;19;102;"1,68";"31";"15,9";"43";"942";"251";"0"
2021-09-20;2021;9;20;102;"2,99";"14";"15,4";"48";"943";"206";"0"
2021-09-21;2021;9;21;102;"4,13";"68";"12,7";"49";"944";"239";"0"
2021-09-22;2021;9;22;102;"2,61";"58";"13";"62";"942";"158";"0,7"
2021-09-23;2021;9;23;102;"3,18";"46";"15,4";"67";"941";"180";"9,1"
2021-09-24;2021;9;24;102;"2,54";"75";"15,5";"80";"940";"124";"1,3"
2021-09-25;2021;9;25;102;"2,07";"227";"15,2";"71";"941";"187";"0,1"
2021-09-26;2021;9;26;102;"1,1";"214";"15,6";"63";"943";"220";"0"
2021-09-27;2021;9;27;102;"0,8";"189";"17,2";"52";"944";"219";"0"
2021-09-28;2021;9;28;102;"1,49";"1";"17";"51";"943";"203";"0"
2021-09-29;2021;9;29;102;"1,12";"0";"16,9";"47";"946";"217";"0"
2021-09-30;2021;9;30;102;"1,57";"2";"16";"52";"946";"186";"0"
2021-10-01;2021;10;1;102;"1,09";"28";"16,6";"50";"943";"157";"0"
2021-10-02;2021;10;2;102;"1,69";"2";"16,3";"50";"940";"185";"0"
2021-10-03;2021;10;3;102;"2,6";"224";"12,9";"70";"937";"81";"11"
2021-10-04;2021;10;4;102;"1,43";"63";"11,4";"51";"942";"195";"0"
2021-10-05;2021;10;5;102;"1,57";"250";"13,9";"59";"943";"154";"0"
2021-10-06;2021;10;6;102;"1,14";"16";"15,8";"56";"945";"206";"0"
2021-10-07;2021;10;7;102;"0,92";"0";"16";"38";"943";"208";"0"
2021-10-08;2021;10;8;102;"1,05";"28";"17,3";"37";"942";"204";"0"
2021-10-09;2021;10;9;102;"1,34";"4";"15,1";"41";"942";"201";"0"
2021-10-10;2021;10;10;102;"1,6";"39";"14,4";"53";"943";"183";"0"
2021-10-11;2021;10;11;102;"1,72";"59";"14,2";"58";"943";"177";"0"
2021-10-12;2021;10;12;102;"0,98";"40";"15";"54";"942";"193";"0"
2021-10-13;2021;10;13;102;"2,18";"51";"15,1";"27";"942";"202";"0"
2021-10-14;2021;10;14;102;"1,29";"69";"14,3";"41";"943";"189";"0"
2021-10-15;2021;10;15;102;"1,03";"242";"14,9";"49";"942";"184";"0"
2021-10-16;2021;10;16;102;"0,9";"3";"13,5";"48";"941";"94";"0"
2021-10-17;2021;10;17;102;"1,13";"7";"14,8";"64";"942";"167";"2,1"
2021-10-18;2021;10;18;102;"1,04";"67";"15,3";"64";"944";"164";"0"
2021-10-19;2021;10;19;102;"1,21";"56";"16";"60";"946";"171";"0"
2021-10-20;2021;10;20;102;"1,88";"254";"15,5";"58";"944";"156";"0"
2021-10-21;2021;10;21;102;"1,17";"6";"14,9";"56";"941";"133";"0"
2021-10-22;2021;10;22;102;"3,95";"63";"11,7";"51";"942";"178";"0"
2021-10-23;2021;10;23;102;"1,44";"48";"10,9";"50";"944";"175";"0"
2021-10-24;2021;10;24;102;"1,03";"44";"11,2";"43";"944";"174";"0"
2021-10-25;2021;10;25;102;"1,01";"44";"11,5";"44";"943";"164";"0"
2021-10-26;2021;10;26;102;"1,61";"84";"12,2";"46";"944";"164";"0"
2021-10-27;2021;10;27;102;"1";"65";"12";"52";"944";"161";"0"
2021-10-28;2021;10;28;102;"1,33";"129";"11,7";"51";"940";"157";"0"
2021-10-29;2021;10;29;102;"1,65";"124";"10,3";"72";"937";"29";"20,2"
2021-10-30;2021;10;30;102;"2,52";"193";"12,3";"90";"935";"47";"31,9"
2021-10-31;2021;10;31;102;"2,71";"168";"12,7";"94";"937";"43";"21,1"
2021-11-01;2021;11;1;102;"2,3";"235";"12,4";"70";"938";"148";"21,1"
2021-11-02;2021;11;2;102;"2,27";"240";"8";"72";"937";"92";"6,7"
2021-11-03;2021;11;3;102;"3,15";"271";"6,8";"60";"935";"141";"0,4"
2021-11-04;2021;11;4;102;"1,21";"8";"6,5";"60";"938";"119";"0"
2021-11-05;2021;11;5;102;"2,43";"0";"5,4";"57";"943";"149";"0,1"
2021-11-06;2021;11;6;102;"2,24";"3";"5,1";"52";"945";"154";"0"
2021-11-07;2021;11;7;102;"0,73";"14";"6,2";"48";"944";"121";"0"
2021-11-08;2021;11;8;102;"1,77";"3";"9,1";"47";"942";"146";"0"
2021-11-09;2021;11;9;102;"1,51";"88";"8,9";"40";"941";"144";"0"
2021-11-10;2021;11;10;102;"1,22";"6";"7,7";"50";"941";"139";"0"
2021-11-11;2021;11;11;102;"0,86";"11";"7,6";"56";"941";"133";"0"
2021-11-12;2021;11;12;102;"1,42";"11";"9,4";"57";"941";"134";"0"
2021-11-13;2021;11;13;102;"1,35";"8";"8,8";"59";"942";"134";"0"
2021-11-14;2021;11;14;102;"1,36";"32";"8,6";"58";"941";"135";"0"
2021-11-15;2021;11;15;102;"2,45";"9";"8,4";"53";"941";"136";"0"
2021-11-16;2021;11;16;102;"1,26";"2";"6,3";"59";"941";"131";"0"
2021-11-17;2021;11;17;102;"2,87";"59";"6,4";"58";"943";"131";"0"
2021-11-18;2021;11;18;102;"2,17";"54";"5,7";"60";"945";"77";"0"
2021-11-19;2021;11;19;102;"2,85";"79";"7,4";"67";"946";"96";"0"
2021-11-20;2021;11;20;102;"1,87";"67";"7,7";"74";"944";"32";"0"
2021-11-21;2021;11;21;102;"0,75";"2";"8,4";"79";"939";"68";"0"
2021-11-22;2021;11;22;102;"1,22";"57";"4";"94";"934";"45";"7,6"
2021-11-23;2021;11;23;102;"1,11";"82";"1,6";"83";"935";"44";"0,3"
2021-11-24;2021;11;24;102;"1,1";"14";"3";"76";"937";"75";"0"
2021-11-25;2021;11;25;102;"1,11";"18";"4,7";"65";"934";"62";"0"
2021-11-26;2021;11;26;102;"0,89";"2";"4,9";"59";"936";"82";"0"
