;ESTACION;MAGNITUD;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
620;56;10;2021;8;8;V;16;V;25;V;14;V;13;V;18;V;16;V;11;V;43;V;54;V;55;V;43;V;44;V;55;V;42;V;24;V;17;V;30;V;36;V;34;V;32;V;27;V;32;V;35;V;38;N;30;V;25;V;23;V;18;V;15;V;21;V
621;56;10;2021;9;19;V;17;V;15;V;14;V;21;V;21;V;22;V;10;V;11;V;8;V;11;V;13;V;30;V;22;V;15;V;17;V;12;V;7;V;11;V;10;V;6;V;8;V;11;V;30;V;13;V;4;V;17;V;16;V;13;V;18;V;0;N
622;56;10;2021;10;19;V;18;V;9;V;8;V;8;V;12;V;18;V;18;V;15;V;14;V;15;V;18;V;15;V;23;V;20;V;24;V;16;V;19;V;24;V;18;V;11;V;11;V;15;V;18;V;24;V;21;V;22;V;23;V;16;V;14;V;22;V
623;56;10;2021;11;4;V;8;V;6;V;12;V;10;V;9;V;16;V;20;V;16;V;20;V;22;V;19;V;18;V;17;V;9;V;15;V;12;V;14;V;12;V;11;V;15;V;12;V;11;V;10;V;12;V;16;V;5;V;5;V;5;V;20;V;0;N
624;56;10;2021;12;15;V;7;V;10;V;10;V;4;V;5;V;11;V;3;V;6;V;5;V;12;V;16;V;18;V;22;V;19;V;26;V;20;V;16;V;12;V;20;V;27;V;18;V;18;V;11;V;11;V;11;V;5;V;10;V;20;V;19;V;18;V
625;57;1;2021;1;2;V;2;V;2;V;2;V;3;V;2;V;2;V;1;V;1;V;1;V;2;V;2;V;3;V;4;V;6;V;7;V;4;V;4;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
626;57;1;2021;2;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;3;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;0;N;0;N;0;N
627;57;1;2021;3;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
628;57;1;2021;4;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;0;N
629;57;1;2021;5;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
630;57;1;2021;6;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;0;N
631;57;1;2021;7;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
632;57;1;2021;8;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
633;57;1;2021;9;2;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;0;N
634;57;1;2021;10;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;N;2;N;2;V;2;N;1;N;1;N;1;N
635;57;1;2021;11;1;N;2;N;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;4;V;2;V;2;V;2;V;2;V;1;N;4;V;4;N;3;V;3;V;1;V;2;N;1;N;3;V;5;V;5;V;2;V;2;V;5;V;5;V;0;N
636;57;1;2021;12;4;V;3;V;6;V;3;V;4;V;3;V;4;V;4;V;5;V;3;V;4;V;4;V;3;V;4;V;4;V;7;V;7;V;6;V;6;V;6;V;5;V;6;V;6;V;4;V;4;V;5;V;2;V;3;V;4;V;2;V;3;V
637;57;8;2021;1;15;V;23;V;30;V;30;V;60;V;29;V;25;V;18;V;14;V;14;V;43;V;64;V;82;V;89;V;120;V;131;V;100;V;84;V;65;V;76;V;19;V;17;V;11;V;10;V;20;V;33;V;32;V;33;V;27;V;10;V;10;V
638;57;8;2021;2;15;V;23;V;36;V;37;V;25;V;24;V;11;V;19;V;25;V;18;V;40;V;21;V;31;V;34;V;30;V;45;V;61;V;39;V;56;V;35;V;12;V;29;V;38;V;35;V;24;V;33;V;31;V;12;V;0;N;0;N;0;N
639;57;8;2021;3;27;V;32;V;41;V;40;V;37;V;16;V;19;V;30;V;16;V;30;V;35;V;25;V;26;V;29;V;17;V;11;V;9;V;15;V;14;V;9;V;17;V;31;V;46;V;35;V;31;V;32;V;15;V;13;V;21;V;20;V;22;V
640;57;8;2021;4;14;V;17;V;22;V;21;V;22;V;30;V;17;V;18;V;21;V;15;V;9;V;17;V;25;V;16;V;21;V;18;V;13;V;13;V;26;V;32;V;17;V;19;V;16;V;12;V;16;V;26;V;32;V;25;V;15;V;26;V;0;N
641;57;8;2021;5;15;V;11;V;10;V;23;V;32;V;24;V;26;V;19;V;12;V;14;V;10;V;11;V;11;V;14;V;12;V;7;V;16;V;20;V;10;V;21;V;32;V;9;V;8;V;13;V;13;V;16;V;17;V;19;V;18;V;9;V;15;V
642;57;8;2021;6;17;V;23;V;16;V;21;V;13;V;18;V;19;V;20;V;21;V;19;V;13;V;8;V;9;V;16;V;12;V;17;V;22;V;17;V;15;V;8;V;11;V;26;V;10;V;19;V;23;V;18;V;9;V;11;V;16;V;17;V;0;N
643;57;8;2021;7;29;V;31;V;17;V;9;V;16;V;17;V;18;V;13;V;24;V;24;V;14;V;11;V;9;V;9;V;18;V;21;V;12;V;10;V;16;V;21;V;23;V;24;V;31;V;12;V;12;V;18;V;24;V;19;V;19;V;18;V;10;V
644;57;8;2021;8;7;V;15;V;20;V;13;V;24;V;19;V;8;V;13;V;16;V;19;V;26;V;18;V;24;V;25;V;16;V;14;V;8;V;12;V;14;V;15;V;22;V;20;V;16;V;15;V;18;V;32;V;25;V;21;V;13;V;15;V;17;V
645;57;8;2021;9;17;V;23;V;29;V;28;V;31;V;29;V;30;V;15;V;20;V;14;V;22;V;22;V;31;V;21;V;24;V;34;V;24;V;22;V;20;V;13;V;9;V;13;V;14;V;20;V;19;V;15;V;44;V;31;V;30;V;31;V;0;N
646;57;8;2021;10;33;V;24;V;12;V;26;V;24;V;34;V;41;V;40;V;31;V;19;V;25;V;28;V;30;V;45;V;41;V;51;V;25;V;44;V;42;V;30;V;28;V;10;V;30;V;35;V;49;V;42;V;49;V;43;V;37;V;14;V;12;V
647;57;8;2021;11;13;V;20;V;16;V;35;V;19;V;22;V;46;V;43;V;42;V;43;V;67;V;44;V;33;V;27;V;17;V;35;V;24;V;42;V;27;V;23;V;29;V;38;V;34;V;40;V;45;V;52;V;19;V;15;V;19;V;61;V;0;N
648;57;8;2021;12;48;V;29;V;48;V;40;V;9;V;15;V;36;V;8;V;16;V;19;V;41;V;48;V;49;V;51;V;66;V;76;V;64;V;42;V;33;V;48;V;50;V;45;V;55;V;37;V;18;V;20;V;11;V;18;V;40;V;46;V;41;V
649;57;9;2021;1;3;V;2;V;4;V;3;V;12;V;9;V;6;V;4;V;6;V;6;V;12;V;24;V;33;V;33;V;46;V;65;V;45;V;26;V;20;V;26;V;2;V;2;V;2;V;2;V;2;V;6;V;6;V;11;V;9;V;2;V;3;V
650;57;9;2021;2;3;V;3;V;5;V;9;V;14;V;7;V;2;V;2;V;2;V;2;V;9;V;3;V;6;V;7;V;8;V;14;V;18;V;26;V;28;V;19;V;24;V;2;N;5;N;15;V;18;V;17;V;14;V;15;V;0;N;0;N;0;N
651;57;9;2021;3;16;V;18;V;27;V;36;V;30;V;20;V;14;V;10;V;9;V;11;V;13;V;4;V;5;V;6;V;5;V;4;V;2;V;4;V;3;V;3;V;5;V;7;V;9;V;9;V;9;V;12;V;13;V;13;V;8;V;10;V;10;V
652;57;9;2021;4;12;V;6;V;11;V;11;V;10;V;7;V;6;V;8;V;9;V;11;V;3;V;3;V;5;V;7;V;9;V;7;V;7;V;9;V;9;V;9;V;6;V;3;V;3;V;6;V;8;V;9;V;9;V;7;V;5;V;7;V;0;N
653;57;9;2021;5;4;V;5;V;5;V;8;V;9;V;7;V;7;V;9;V;6;V;4;V;2;V;5;V;4;V;4;V;5;V;3;V;3;V;5;V;3;V;6;V;10;V;4;V;4;V;3;V;5;V;9;V;9;V;9;V;9;N;10;V;10;V
654;57;9;2021;6;12;V;12;V;10;V;9;V;7;V;11;V;9;V;11;V;11;V;12;V;12;V;7;V;8;V;11;V;11;V;13;V;8;V;7;V;4;V;5;V;3;V;5;V;3;V;5;V;8;V;12;V;6;V;5;V;4;V;8;V;0;N
655;57;9;2021;7;9;V;9;V;8;V;5;V;7;V;4;V;5;V;5;V;9;V;12;V;25;V;6;V;4;V;5;V;5;V;10;V;10;V;8;V;10;V;14;V;16;V;15;V;15;V;6;V;6;V;8;V;11;V;11;V;12;V;12;V;7;V
656;57;9;2021;8;4;V;6;V;9;V;5;V;7;V;7;V;5;V;5;V;9;V;11;V;22;V;18;V;17;V;23;V;17;V;8;V;6;V;9;V;11;V;10;V;10;V;10;V;10;V;11;V;12;V;16;V;14;V;14;V;10;V;8;V;9;V
657;57;9;2021;9;8;V;10;V;11;V;11;V;12;V;12;V;12;V;6;V;5;V;5;N;6;V;9;V;15;V;10;V;6;V;9;V;8;V;8;V;5;V;4;N;3;V;4;V;6;V;9;V;8;V;6;V;8;N;9;V;4;V;8;V;0;N
658;57;9;2021;10;8;V;9;V;3;V;4;V;3;V;4;V;6;V;6;V;6;V;6;V;7;V;7;N;4;N;8;V;11;V;12;V;11;V;10;V;10;V;10;V;6;V;3;V;4;V;7;V;8;V;8;V;10;V;12;N;8;N;2;V;0;N
659;57;9;2021;11;0;N;3;N;2;V;4;V;2;V;4;V;8;V;5;V;6;V;6;V;13;V;7;V;9;V;9;V;2;V;5;V;4;V;7;V;6;V;6;V;8;V;10;V;8;V;8;N;5;V;7;V;2;V;2;V;2;V;9;V;0;N
660;57;9;2021;12;18;V;2;V;5;V;10;V;2;V;2;V;10;V;1;V;2;V;3;V;8;V;10;V;9;V;8;V;9;V;15;V;13;V;14;V;9;V;13;V;22;V;17;V;16;V;10;V;4;V;4;V;3;V;5;V;13;V;10;V;11;V
661;57;10;2021;1;4;V;4;V;6;V;6;V;17;V;12;V;9;V;6;V;6;V;6;V;14;V;26;V;37;V;37;V;51;V;71;V;50;V;30;V;23;V;29;V;4;V;4;V;4;V;5;V;4;V;8;V;10;V;16;V;14;V;5;V;5;V
662;57;10;2021;2;8;V;6;V;8;V;14;V;35;V;14;V;3;V;4;V;5;V;5;V;16;V;5;V;10;V;11;V;14;V;21;V;29;V;77;V;90;V;38;V;57;V;4;N;10;N;28;V;43;V;44;V;27;V;26;V;0;N;0;N;0;N
663;57;10;2021;3;31;V;40;V;74;V;84;V;64;V;38;V;23;V;16;V;12;V;15;V;20;V;8;V;9;V;10;V;9;V;8;V;4;V;7;V;6;V;5;V;7;V;11;V;16;V;16;V;17;V;31;V;26;V;25;V;21;V;26;V;25;V
664;57;10;2021;4;28;V;9;V;19;V;20;V;15;V;13;V;12;V;15;V;14;V;17;V;4;V;5;V;9;V;12;V;15;V;11;V;11;V;12;V;14;V;14;V;9;V;4;V;6;V;9;V;10;V;14;V;14;V;11;V;8;V;13;V;0;N
665;57;10;2021;5;6;V;7;V;9;V;12;V;14;V;13;V;14;V;16;V;13;V;8;V;5;V;8;V;8;V;7;V;8;V;5;V;7;V;11;V;8;V;14;V;21;V;9;V;8;V;6;V;12;V;18;V;17;V;15;V;13;N;16;V;21;V
666;57;10;2021;6;21;V;22;V;20;V;18;V;12;V;17;V;15;V;18;V;19;V;20;V;23;V;13;V;14;V;21;V;28;V;27;V;14;V;14;V;8;V;8;V;7;V;9;V;5;V;9;V;16;V;20;V;12;V;9;V;10;V;17;V;0;N
667;57;10;2021;7;19;V;17;V;14;V;10;V;14;V;11;V;10;V;9;V;18;V;24;V;73;V;18;V;9;V;10;V;12;V;21;V;18;V;16;V;19;V;25;V;31;V;32;V;29;V;12;V;11;V;12;V;19;V;20;V;24;V;21;V;13;V
668;57;10;2021;8;7;V;13;V;17;V;11;V;14;V;17;V;10;V;10;V;20;V;28;V;68;V;45;V;44;V;58;V;43;V;17;V;12;V;20;V;23;V;21;V;20;V;23;V;26;V;24;V;27;V;31;V;28;V;26;V;19;V;16;V;19;V
669;57;10;2021;9;13;V;15;V;17;V;16;V;19;V;22;V;26;V;12;V;10;V;9;N;11;V;17;V;29;V;17;V;11;V;14;V;12;V;11;V;8;V;6;N;6;V;8;V;11;V;20;V;13;V;10;V;15;N;15;V;9;V;15;V;0;N
670;57;10;2021;10;14;V;15;V;5;V;7;V;7;V;9;V;11;V;13;V;11;V;12;V;12;V;12;N;9;N;17;V;22;V;23;V;16;V;18;V;19;V;20;V;12;V;7;V;8;V;13;V;19;V;20;V;22;V;21;N;13;N;3;V;0;N
671;57;10;2021;11;0;N;6;N;3;V;7;V;4;V;6;V;12;V;10;V;11;V;12;V;26;V;13;V;13;V;12;V;4;V;11;V;7;V;13;V;10;V;10;V;14;V;13;V;11;V;11;N;10;V;14;V;5;V;3;V;4;V;15;V;0;N
672;57;10;2021;12;24;V;5;V;10;V;14;V;4;V;3;V;13;V;2;V;4;V;5;V;13;V;15;V;12;V;9;N;18;V;26;V;22;V;19;V;14;V;18;V;33;V;26;V;21;V;11;V;5;V;5;V;7;V;10;V;21;V;17;V;15;V
673;58;8;2021;1;7;V;12;V;19;V;16;V;28;V;17;V;9;V;7;V;5;V;6;V;13;V;33;V;49;V;52;V;53;V;56;V;56;V;41;V;42;V;43;V;15;V;7;V;4;V;6;V;6;V;13;V;16;V;17;V;13;V;5;V;4;V
674;58;8;2021;2;7;V;9;V;16;V;20;V;21;V;15;V;6;V;8;V;10;V;9;V;16;V;12;V;14;V;15;V;17;V;23;V;23;V;19;V;23;V;23;V;12;V;12;V;15;V;22;V;16;V;16;V;14;V;9;V;0;N;0;N;0;N
675;58;8;2021;3;13;V;19;V;19;V;29;V;16;V;13;V;15;V;11;V;12;V;21;V;15;V;11;V;13;V;11;V;12;V;9;V;7;V;10;V;8;V;5;V;9;V;17;V;20;V;23;V;19;V;14;V;12;V;12;V;14;V;15;V;12;V
676;58;8;2021;4;12;V;10;V;9;V;10;V;14;V;17;V;16;V;15;V;20;V;11;V;5;V;9;V;14;V;12;V;17;V;16;V;8;V;10;V;16;V;18;V;8;V;8;V;13;V;9;V;8;V;13;V;15;V;9;V;6;V;12;V;0;N
677;58;8;2021;5;9;V;8;V;6;V;11;V;13;V;11;V;14;V;15;V;9;V;6;V;5;V;5;V;6;V;8;V;12;V;5;V;10;V;10;V;9;V;17;V;14;V;7;V;5;V;6;V;11;V;14;V;17;V;11;V;12;V;7;V;11;V
678;58;8;2021;6;12;V;16;V;15;V;14;V;9;V;12;V;14;V;16;V;16;V;16;V;11;V;7;V;7;V;10;V;11;V;13;V;11;V;14;V;8;V;6;V;6;V;15;V;9;V;11;V;15;V;13;V;9;V;9;V;12;V;14;V;0;N
679;58;8;2021;7;18;V;19;V;11;V;7;V;9;V;9;V;11;V;9;V;12;V;14;V;10;V;5;V;9;V;9;V;10;V;16;V;11;V;8;V;11;V;16;V;18;V;16;V;13;V;8;V;8;V;20;V;18;V;16;V;15;V;13;V;8;V
680;58;8;2021;8;6;V;11;V;12;V;7;V;11;V;10;V;9;V;8;V;11;V;14;V;14;V;11;V;18;V;14;V;9;V;11;V;8;V;12;V;11;V;14;V;13;V;12;V;13;V;19;V;15;V;21;V;20;V;12;V;8;V;12;V;16;V
681;58;8;2021;9;13;V;18;V;18;V;18;V;20;V;24;V;23;V;14;V;16;V;11;V;17;V;17;V;20;V;17;V;15;V;19;V;16;V;12;V;15;V;11;V;8;V;8;V;8;V;12;V;13;V;14;V;20;V;22;V;16;V;16;V;0;N
682;58;8;2021;10;22;V;20;V;10;V;13;V;14;V;17;V;20;V;26;V;16;V;16;V;15;V;18;V;17;V;25;V;25;V;29;V;18;V;22;V;26;V;20;V;17;V;6;V;15;V;17;V;29;V;25;V;27;V;24;V;21;V;7;V;5;V
683;58;8;2021;11;6;V;10;V;7;V;16;V;11;V;13;V;22;V;17;V;21;V;24;V;33;V;26;V;22;V;20;V;21;V;20;V;18;V;22;V;20;V;10;V;15;V;14;V;21;V;15;V;24;V;22;V;7;V;4;V;8;V;25;V;0;N
684;58;8;2021;12;22;V;16;V;25;V;15;V;4;V;8;V;16;V;4;V;6;V;6;V;21;V;19;V;24;V;21;V;28;V;40;V;30;V;17;V;16;V;20;V;21;V;26;V;33;V;21;V;14;V;9;V;5;V;11;V;15;V;19;V;22;V
685;58;14;2021;1;55;V;49;V;33;V;45;V;20;V;34;V;43;V;46;V;60;V;45;V;36;V;32;N;20;N;19;N;15;N;13;V;14;V;16;V;13;V;8;V;30;V;47;V;43;V;49;V;36;V;18;V;16;V;14;V;18;V;42;V;48;V
686;58;14;2021;2;48;V;29;V;20;V;22;V;22;V;24;V;30;V;41;V;44;V;48;V;21;V;38;V;29;V;24;V;25;V;20;V;20;V;21;V;21;V;24;V;36;V;39;V;25;V;21;V;25;V;27;V;28;V;37;V;0;N;0;N;0;N
687;58;14;2021;3;37;V;31;V;22;V;13;V;22;V;37;V;30;V;23;V;36;V;29;V;28;V;35;V;33;V;35;V;39;V;43;V;46;V;49;V;43;V;55;V;42;V;32;V;33;V;37;V;37;V;36;V;39;V;42;V;46;V;45;V;46;V
688;58;14;2021;4;51;V;32;V;27;V;39;V;44;V;40;V;46;V;44;V;35;V;37;V;40;V;50;V;36;V;39;V;34;V;42;V;56;V;49;V;42;V;36;V;41;V;40;V;45;V;50;V;37;V;32;V;32;V;35;V;50;V;41;V;0;N
689;58;14;2021;5;44;V;55;V;54;V;44;V;43;V;42;V;43;V;42;V;38;V;40;V;56;V;72;V;80;V;84;V;42;V;37;V;78;V;58;V;78;V;72;V;60;V;88;V;74;V;73;V;78;V;77;V;72;V;78;V;69;V;93;V;74;V
690;58;14;2021;6;59;V;59;V;74;V;65;V;65;V;53;V;68;V;68;V;76;V;87;V;94;V;99;V;101;V;98;V;96;V;94;V;69;V;53;V;66;V;64;V;65;V;49;V;55;V;89;V;84;V;83;V;70;V;78;V;74;V;78;V;0;N
691;58;14;2021;7;69;V;67;V;60;V;77;V;63;V;50;V;56;V;67;V;84;V;85;V;86;V;77;V;66;V;70;V;90;V;89;V;92;V;100;V;92;V;87;V;95;V;96;V;82;V;84;V;79;V;62;V;74;V;76;V;77;V;84;V;67;V
692;58;14;2021;8;66;V;75;V;71;V;79;V;62;V;68;V;73;V;69;V;73;V;74;V;69;V;83;V;74;V;67;V;69;V;87;V;86;V;80;V;82;V;76;V;74;V;80;V;86;V;72;V;89;V;82;V;81;V;80;V;75;V;66;V;67;V
693;58;14;2021;9;62;V;43;V;47;V;67;V;66;V;53;V;60;V;55;V;51;V;67;V;45;V;53;V;41;V;36;V;43;V;44;V;50;V;48;V;51;V;53;V;60;V;70;V;76;V;52;V;49;V;47;V;41;V;44;V;49;V;65;V;0;N
694;58;14;2021;10;44;V;34;N;51;V;41;V;43;V;42;V;46;V;38;V;58;V;62;V;50;V;50;V;48;V;48;V;48;V;41;V;45;V;27;V;36;V;46;V;48;V;65;V;45;V;42;V;35;V;49;V;42;V;43;V;47;V;48;V;39;V
695;58;14;2021;11;67;V;62;V;73;V;37;V;45;V;45;V;28;V;33;V;34;V;36;V;25;V;32;V;28;V;30;V;37;V;28;V;38;V;30;V;45;V;56;V;29;V;27;V;28;V;22;V;19;V;25;V;68;V;75;V;69;V;25;V;0;N
696;58;14;2021;12;27;V;52;V;30;V;40;V;79;V;67;V;29;V;78;V;73;V;75;V;46;V;19;V;19;V;23;V;21;V;14;V;20;V;34;V;36;V;15;V;12;V;10;V;9;V;18;V;38;V;37;V;61;V;40;V;22;V;15;V;15;V
697;59;8;2021;1;7;V;9;V;17;V;12;V;28;V;9;V;9;V;11;V;6;V;7;V;29;V;48;V;50;V;55;V;80;V;77;V;65;V;58;V;42;V;52;V;20;V;15;V;12;V;9;V;19;V;31;V;31;V;36;V;28;V;8;V;10;V
698;59;8;2021;2;17;V;22;V;31;V;32;V;19;V;18;V;9;V;16;V;21;V;16;V;37;V;19;V;30;V;23;V;21;V;41;V;46;V;36;V;45;V;34;V;9;V;20;V;27;V;23;V;20;V;18;V;22;V;9;V;0;N;0;N;0;N
699;59;8;2021;3;22;V;25;V;37;V;35;V;25;V;16;V;17;V;22;V;11;V;32;V;36;V;19;V;22;V;21;V;13;V;9;V;6;V;9;V;10;V;6;V;10;V;22;V;44;V;32;V;36;V;31;V;12;V;11;V;14;V;15;V;15;V
700;59;8;2021;4;11;V;16;V;17;V;17;V;18;V;30;V;12;V;16;V;17;V;13;V;11;V;11;V;19;V;12;V;14;V;13;V;10;V;11;V;26;V;26;V;14;V;17;V;12;V;7;V;11;V;23;V;31;V;27;V;15;V;21;V;0;N
701;59;8;2021;5;12;V;8;V;8;V;17;V;24;V;17;V;26;V;17;V;9;V;13;V;8;V;9;V;10;V;10;V;12;V;6;V;10;V;20;V;7;V;20;V;33;V;7;V;7;V;12;V;11;V;13;V;16;V;14;V;13;V;7;V;14;V
702;59;8;2021;6;15;V;21;V;13;V;19;V;12;V;17;V;15;V;17;V;20;V;18;V;12;V;7;V;7;V;13;V;11;V;14;V;18;V;14;V;15;V;7;V;10;V;23;V;9;V;10;V;16;V;16;V;8;V;9;V;21;V;16;V;0;N
703;59;8;2021;7;26;V;31;V;20;V;7;V;17;V;16;V;18;V;12;V;17;V;21;V;16;V;7;V;7;V;10;V;16;V;20;V;14;V;11;V;13;V;21;V;25;V;26;V;31;V;13;V;13;V;16;V;22;V;18;V;17;V;16;V;9;V
704;59;8;2021;8;6;V;14;V;17;V;9;V;28;V;20;V;7;V;13;V;14;V;17;V;24;V;15;V;21;V;27;V;14;V;13;V;9;V;12;V;16;V;17;V;28;V;23;V;18;V;12;V;15;V;32;V;19;V;20;V;11;V;16;V;18;V
705;59;8;2021;9;15;V;18;V;25;V;21;V;24;V;20;V;27;V;13;V;21;V;11;V;21;V;19;V;23;V;18;V;19;V;31;V;20;V;23;V;19;V;12;V;9;V;10;V;10;V;20;V;18;V;20;V;45;V;25;V;27;V;26;V;0;N
706;59;8;2021;10;36;V;25;V;10;V;25;V;27;V;27;V;40;V;37;V;27;V;13;V;20;V;22;V;25;V;36;V;36;V;46;V;25;V;37;V;31;V;28;V;26;V;8;V;26;V;27;V;38;V;30;V;38;V;28;V;32;V;12;V;10;V
707;59;8;2021;11;8;V;17;V;12;V;24;V;11;V;10;V;34;V;23;V;32;V;37;V;50;V;36;V;29;V;22;V;12;V;32;V;16;V;35;V;21;V;18;V;33;V;32;V;28;V;33;V;34;V;38;V;16;V;18;V;15;V;57;V;0;N
708;59;8;2021;12;44;V;30;V;53;V;42;V;8;V;18;V;35;V;7;V;18;V;12;V;36;V;38;V;32;V;32;V;49;V;55;V;47;V;27;V;23;V;40;V;38;V;38;V;45;V;34;V;14;V;21;V;11;V;17;V;37;V;32;V;28;V
709;59;14;2021;1;48;V;46;V;29;V;46;V;12;V;33;V;34;V;41;V;56;V;58;V;36;V;18;V;20;V;22;V;8;V;8;V;13;V;14;V;16;V;5;V;44;V;57;V;53;V;66;V;38;V;14;V;13;V;5;V;13;V;54;V;62;V
710;59;14;2021;2;55;V;34;V;22;V;29;V;31;V;43;V;54;V;54;V;55;V;64;V;17;V;52;V;38;V;36;V;41;V;23;V;18;V;22;V;21;V;33;V;63;V;53;V;33;V;32;V;33;V;39;V;41;V;58;V;0;N;0;N;0;N
711;59;14;2021;3;40;V;41;V;20;V;12;V;25;V;48;V;51;V;36;V;56;V;39;V;23;V;46;V;46;V;45;V;62;V;67;V;65;V;70;V;65;V;77;V;67;V;47;V;34;V;54;V;46;V;45;V;60;V;62;V;66;V;65;V;63;V
712;59;14;2021;4;69;V;55;V;39;V;63;V;64;V;56;V;70;V;60;V;54;V;51;V;54;V;69;V;46;V;53;V;63;V;70;V;81;V;79;V;57;V;47;V;57;V;58;V;68;V;77;V;57;V;43;V;38;V;41;V;66;V;57;V;0;N
713;59;14;2021;5;63;V;76;V;68;V;62;V;60;V;59;V;54;V;63;V;71;V;62;V;76;V;74;V;69;V;75;V;47;V;31;V;72;V;51;V;70;V;68;V;47;V;79;V;65;V;63;V;74;V;82;V;75;V;80;V;82;V;91;V;72;V
714;59;14;2021;6;61;V;70;V;84;V;71;V;65;V;67;V;77;V;82;V;85;V;94;V;87;V;93;V;97;V;100;V;89;V;84;V;59;V;59;V;69;V;68;V;63;V;49;V;68;V;88;V;83;V;88;V;82;V;82;V;82;V;80;V;0;N
715;59;14;2021;7;73;V;66;V;58;V;77;V;62;V;44;V;57;V;65;V;77;V;84;V;86;V;78;V;66;V;65;V;81;V;94;V;98;V;99;V;99;V;94;V;94;V;92;V;75;V;84;V;81;V;70;V;78;V;83;V;85;V;96;V;68;V
716;59;14;2021;8;65;V;79;V;71;V;81;V;57;V;65;V;83;V;71;V;71;V;73;V;66;V;80;V;78;V;62;V;70;V;91;V;83;V;84;V;84;V;78;V;71;V;78;V;73;V;71;V;84;V;70;V;88;V;80;V;79;V;67;V;60;V
717;59;14;2021;9;59;V;48;V;53;V;71;V;67;V;54;V;54;V;60;V;48;V;60;V;46;V;50;V;39;V;30;V;41;V;35;V;47;V;48;V;50;V;54;V;54;V;59;V;61;V;40;V;57;V;57;V;31;V;50;V;45;V;47;V;0;N
718;59;14;2021;10;38;V;50;V;52;V;41;V;33;V;36;V;37;V;31;V;50;V;55;V;45;V;48;V;49;V;42;V;43;V;37;V;48;V;23;V;32;V;38;V;40;V;59;V;38;V;39;V;30;V;44;V;33;V;41;V;43;V;37;V;33;V
719;59;14;2021;11;55;V;50;V;62;V;33;V;57;V;53;V;30;V;42;V;36;V;33;V;19;V;32;V;32;V;35;V;54;V;27;V;49;V;33;V;39;V;38;V;22;V;20;V;27;V;18;V;25;V;28;V;52;V;49;V;58;V;13;V;0;N
720;59;14;2021;12;15;V;38;V;24;V;18;V;66;V;53;V;21;V;68;V;58;V;62;V;38;V;17;V;18;V;23;V;24;V;18;V;17;V;26;V;32;V;13;V;12;V;17;V;16;V;22;V;44;V;34;V;55;V;49;V;20;V;15;V;20;V
721;60;8;2021;1;20;V;25;V;38;V;32;V;64;V;38;V;35;V;26;V;20;V;21;V;49;V;83;V;102;V;108;V;126;V;131;V;109;V;98;V;80;V;83;V;21;V;21;V;13;V;14;V;18;V;31;V;32;V;29;V;25;V;12;V;11;V
