"Fecha";"Ano";"Mes";"Dia";"Estacion";"1";"8";"9";"10";"14"
2021-11-11;2021;11;11;40;NA;82;NA;42;NA
2021-11-12;2021;11;12;40;NA;55;NA;20;NA
2021-11-13;2021;11;13;40;NA;46;NA;17;NA
2021-11-14;2021;11;14;40;NA;31;NA;15;NA
2021-11-15;2021;11;15;40;NA;22;NA;7;NA
2021-11-16;2021;11;16;40;NA;49;NA;15;NA
2021-11-17;2021;11;17;40;NA;33;NA;10;NA
2021-11-18;2021;11;18;40;NA;46;NA;15;NA
2021-11-19;2021;11;19;40;NA;34;NA;13;NA
2021-11-20;2021;11;20;40;NA;35;NA;13;NA
2021-11-21;2021;11;21;40;NA;40;NA;20;NA
2021-11-22;2021;11;22;40;NA;44;NA;18;NA
2021-11-23;2021;11;23;40;NA;36;NA;14;NA
2021-11-24;2021;11;24;40;NA;40;NA;15;NA
2021-11-25;2021;11;25;40;NA;47;NA;16;NA
2021-11-26;2021;11;26;40;NA;62;NA;20;NA
2021-11-27;2021;11;27;40;NA;24;NA;7;NA
2021-11-28;2021;11;28;40;NA;15;NA;5;NA
2021-11-29;2021;11;29;40;NA;30;NA;9;NA
2021-11-30;2021;11;30;40;NA;69;NA;24;NA
2021-12-01;2021;12;1;40;NA;57;NA;26;NA
2021-12-02;2021;12;2;40;NA;33;NA;7;NA
2021-12-03;2021;12;3;40;NA;52;NA;14;NA
2021-12-04;2021;12;4;40;NA;45;NA;15;NA
2021-12-05;2021;12;5;40;NA;13;NA;7;NA
2021-12-06;2021;12;6;40;NA;22;NA;7;NA
2021-12-07;2021;12;7;40;NA;33;NA;14;NA
2021-12-08;2021;12;8;40;NA;12;NA;4;NA
2021-12-09;2021;12;9;40;NA;23;NA;7;NA
2021-12-10;2021;12;10;40;NA;21;NA;7;NA
2021-12-11;2021;12;11;40;NA;40;NA;14;NA
2021-12-12;2021;12;12;40;NA;48;NA;14;NA
2021-12-13;2021;12;13;40;NA;56;NA;23;NA
2021-12-14;2021;12;14;40;NA;56;NA;18;NA
2021-12-15;2021;12;15;40;NA;66;NA;19;NA
2021-12-16;2021;12;16;40;NA;62;NA;26;NA
2021-12-17;2021;12;17;40;NA;58;NA;23;NA
2021-12-18;2021;12;18;40;NA;46;NA;20;NA
2021-12-19;2021;12;19;40;NA;39;NA;14;NA
2021-12-20;2021;12;20;40;NA;61;NA;25;NA
2021-12-21;2021;12;21;40;NA;61;NA;42;NA
2021-12-22;2021;12;22;40;NA;47;NA;30;NA
2021-12-23;2021;12;23;40;NA;47;NA;21;NA
2021-12-24;2021;12;24;40;NA;35;NA;13;NA
2021-12-25;2021;12;25;40;NA;21;NA;6;NA
2021-12-26;2021;12;26;40;NA;25;NA;7;NA
2021-12-27;2021;12;27;40;NA;15;NA;10;NA
2021-12-28;2021;12;28;40;NA;26;NA;14;NA
2021-12-29;2021;12;29;40;NA;47;NA;24;NA
2021-12-30;2021;12;30;40;NA;57;NA;22;NA
2021-12-31;2021;12;31;40;NA;49;NA;20;NA
2021-01-01;2021;1;1;47;NA;11;3;3;NA
2021-01-02;2021;1;2;47;NA;22;3;4;NA
2021-01-03;2021;1;3;47;NA;35;7;8;NA
2021-01-04;2021;1;4;47;NA;27;5;6;NA
2021-01-05;2021;1;5;47;NA;50;10;12;NA
2021-01-06;2021;1;6;47;NA;38;11;12;NA
2021-01-07;2021;1;7;47;NA;33;7;7;NA
2021-01-08;2021;1;8;47;NA;25;5;6;NA
2021-01-09;2021;1;9;47;NA;15;4;5;NA
2021-01-10;2021;1;10;47;NA;20;6;6;NA
2021-01-11;2021;1;11;47;NA;50;16;17;NA
2021-01-12;2021;1;12;47;NA;68;25;26;NA
2021-01-13;2021;1;13;47;NA;96;44;46;NA
2021-01-14;2021;1;14;47;NA;104;44;47;NA
2021-01-15;2021;1;15;47;NA;119;47;50;NA
2021-01-16;2021;1;16;47;NA;111;53;56;NA
2021-01-17;2021;1;17;47;NA;86;38;40;NA
2021-01-18;2021;1;18;47;NA;96;35;39;NA
2021-01-19;2021;1;19;47;NA;62;20;22;NA
2021-01-20;2021;1;20;47;NA;NA;NA;NA;NA
2021-01-21;2021;1;21;47;NA;26;4;5;NA
2021-01-22;2021;1;22;47;NA;22;3;4;NA
2021-01-23;2021;1;23;47;NA;15;4;6;NA
2021-01-24;2021;1;24;47;NA;16;4;5;NA
2021-01-25;2021;1;25;47;NA;20;5;6;NA
2021-01-26;2021;1;26;47;NA;25;10;10;NA
2021-01-27;2021;1;27;47;NA;36;12;13;NA
2021-01-28;2021;1;28;47;NA;28;9;10;NA
2021-01-29;2021;1;29;47;NA;27;9;10;NA
2021-01-30;2021;1;30;47;NA;12;4;4;NA
2021-01-31;2021;1;31;47;NA;13;5;6;NA
2021-02-01;2021;2;1;47;NA;23;4;6;NA
2021-02-02;2021;2;2;47;NA;22;6;6;NA
2021-02-03;2021;2;3;47;NA;35;7;7;NA
2021-02-04;2021;2;4;47;NA;41;10;12;NA
2021-02-05;2021;2;5;47;NA;33;14;23;NA
2021-02-06;2021;2;6;47;NA;33;8;11;NA
2021-02-07;2021;2;7;47;NA;15;4;4;NA
2021-02-08;2021;2;8;47;NA;20;3;4;NA
2021-02-09;2021;2;9;47;NA;24;4;5;NA
2021-02-10;2021;2;10;47;NA;21;3;5;NA
2021-02-11;2021;2;11;47;NA;38;12;13;NA
2021-02-12;2021;2;12;47;NA;25;7;8;NA
2021-02-13;2021;2;13;47;NA;34;7;9;NA
2021-02-14;2021;2;14;47;NA;37;9;11;NA
2021-02-15;2021;2;15;47;NA;31;8;11;NA
2021-02-16;2021;2;16;47;NA;48;NA;NA;NA
2021-02-17;2021;2;17;47;NA;59;15;21;NA
2021-02-18;2021;2;18;47;NA;50;25;46;NA
2021-02-19;2021;2;19;47;NA;52;22;45;NA
2021-02-20;2021;2;20;47;NA;35;17;28;NA
2021-02-21;2021;2;21;47;NA;15;18;34;NA
2021-02-22;2021;2;22;47;NA;24;3;4;NA
2021-02-23;2021;2;23;47;NA;40;9;11;NA
2021-02-24;2021;2;24;47;NA;37;14;22;NA
2021-02-25;2021;2;25;47;NA;37;14;30;NA
2021-02-26;2021;2;26;47;NA;45;14;30;NA
2021-02-27;2021;2;27;47;NA;40;14;22;NA
2021-02-28;2021;2;28;47;NA;17;14;22;NA
2021-03-01;2021;3;1;47;NA;44;15;27;NA
2021-03-02;2021;3;2;47;NA;38;17;30;NA
2021-03-03;2021;3;3;47;NA;50;25;54;NA
2021-03-04;2021;3;4;47;NA;50;25;53;NA
2021-03-05;2021;3;5;47;NA;41;22;44;NA
2021-03-06;2021;3;6;47;NA;24;17;28;NA
2021-03-07;2021;3;7;47;NA;21;13;19;NA
2021-03-08;2021;3;8;47;NA;45;14;19;NA
2021-03-09;2021;3;9;47;NA;24;8;11;NA
2021-03-10;2021;3;10;47;NA;41;10;14;NA
2021-03-11;2021;3;11;47;NA;43;NA;NA;NA
2021-03-12;2021;3;12;47;NA;28;7;9;NA
2021-03-13;2021;3;13;47;NA;33;9;13;NA
2021-03-14;2021;3;14;47;NA;26;5;8;NA
2021-03-15;2021;3;15;47;NA;28;5;8;NA
2021-03-16;2021;3;16;47;NA;21;5;10;NA
2021-03-17;2021;3;17;47;NA;18;4;7;NA
2021-03-18;2021;3;18;47;NA;22;5;8;NA
2021-03-19;2021;3;19;47;NA;19;5;7;NA
2021-03-20;2021;3;20;47;NA;16;4;6;NA
2021-03-21;2021;3;21;47;NA;21;6;9;NA
2021-03-22;2021;3;22;47;NA;44;7;12;NA
2021-03-23;2021;3;23;47;NA;56;10;15;NA
2021-03-24;2021;3;24;47;NA;52;12;18;NA
2021-03-25;2021;3;25;47;NA;50;12;20;NA
2021-03-26;2021;3;26;47;NA;38;14;29;NA
2021-03-27;2021;3;27;47;NA;21;14;23;NA
2021-03-28;2021;3;28;47;NA;14;11;18;NA
2021-03-29;2021;3;29;47;NA;28;9;18;NA
2021-03-30;2021;3;30;47;NA;24;9;20;NA
2021-03-31;2021;3;31;47;NA;25;9;21;NA
2021-04-01;2021;4;1;47;NA;15;10;22;NA
2021-04-02;2021;4;2;47;NA;13;NA;32;NA
2021-04-03;2021;4;3;47;NA;26;19;28;NA
2021-04-04;2021;4;4;47;NA;20;14;20;NA
2021-04-05;2021;4;5;47;NA;25;13;18;NA
2021-04-06;2021;4;6;47;NA;37;11;16;NA
2021-04-07;2021;4;7;47;NA;17;9;14;NA
2021-04-08;2021;4;8;47;NA;18;NA;NA;NA
2021-04-09;2021;4;9;47;NA;24;14;18;NA
2021-04-10;2021;4;10;47;NA;13;20;23;NA
2021-04-11;2021;4;11;47;NA;11;18;18;NA
2021-04-12;2021;4;12;47;NA;23;5;7;NA
2021-04-13;2021;4;13;47;NA;39;4;7;NA
2021-04-14;2021;4;14;47;NA;18;NA;NA;NA
2021-04-15;2021;4;15;47;NA;13;NA;NA;NA
2021-04-16;2021;4;16;47;NA;17;7;12;NA
2021-04-17;2021;4;17;47;NA;10;7;11;NA
2021-04-18;2021;4;18;47;NA;12;8;11;NA
2021-04-19;2021;4;19;47;NA;27;10;13;NA
2021-04-20;2021;4;20;47;NA;25;11;15;NA
2021-04-21;2021;4;21;47;NA;16;5;7;NA
2021-04-22;2021;4;22;47;NA;25;4;5;NA
2021-04-23;2021;4;23;47;NA;20;4;5;NA
2021-04-24;2021;4;24;47;NA;11;5;7;NA
2021-04-25;2021;4;25;47;NA;21;6;7;NA
2021-04-26;2021;4;26;47;NA;25;8;11;NA
2021-04-27;2021;4;27;47;NA;33;7;10;NA
2021-04-28;2021;4;28;47;NA;24;5;7;NA
2021-04-29;2021;4;29;47;NA;13;4;6;NA
2021-04-30;2021;4;30;47;NA;24;5;7;NA
2021-05-01;2021;5;1;47;NA;16;4;6;NA
2021-05-02;2021;5;2;47;NA;12;4;6;NA
2021-05-03;2021;5;3;47;NA;12;5;7;NA
2021-05-04;2021;5;4;47;NA;27;6;9;NA
2021-05-05;2021;5;5;47;NA;32;8;12;NA
2021-05-06;2021;5;6;47;NA;31;7;13;NA
2021-05-07;2021;5;7;47;NA;25;8;13;NA
2021-05-08;2021;5;8;47;NA;32;7;12;NA
2021-05-09;2021;5;9;47;NA;12;6;10;NA
2021-05-10;2021;5;10;47;NA;14;3;5;NA
2021-05-11;2021;5;11;47;NA;9;4;6;NA
2021-05-12;2021;5;12;47;NA;9;3;4;NA
2021-05-13;2021;5;13;47;NA;11;3;6;NA
2021-05-14;2021;5;14;47;NA;10;2;4;NA
2021-05-15;2021;5;15;47;NA;12;4;7;NA
2021-05-16;2021;5;16;47;NA;6;4;6;NA
2021-05-17;2021;5;17;47;NA;14;3;6;NA
2021-05-18;2021;5;18;47;NA;26;5;10;NA
2021-05-19;2021;5;19;47;NA;15;2;5;NA
2021-05-20;2021;5;20;47;NA;24;5;10;NA
2021-05-21;2021;5;21;47;NA;39;8;16;NA
2021-05-22;2021;5;22;47;NA;8;3;7;NA
2021-05-23;2021;5;23;47;NA;10;4;7;NA
2021-05-24;2021;5;24;47;NA;15;4;7;NA
2021-05-25;2021;5;25;47;NA;16;5;10;NA
2021-05-26;2021;5;26;47;NA;17;8;14;NA
2021-05-27;2021;5;27;47;NA;23;7;14;NA
2021-05-28;2021;5;28;47;NA;24;10;14;NA
2021-05-29;2021;5;29;47;NA;17;9;13;NA
2021-05-30;2021;5;30;47;NA;11;11;16;NA
2021-05-31;2021;5;31;47;NA;17;13;23;NA
2021-06-01;2021;6;1;47;NA;16;18;24;NA
2021-06-02;2021;6;2;47;NA;24;5;12;NA
2021-06-03;2021;6;3;47;NA;17;12;19;NA
2021-06-04;2021;6;4;47;NA;28;8;14;NA
2021-06-05;2021;6;5;47;NA;15;12;15;NA
2021-06-06;2021;6;6;47;NA;25;16;20;NA
2021-06-07;2021;6;7;47;NA;24;9;13;NA
2021-06-08;2021;6;8;47;NA;25;8;12;NA
2021-06-09;2021;6;9;47;NA;32;11;18;NA
2021-06-10;2021;6;10;47;NA;20;13;20;NA
2021-06-11;2021;6;11;47;NA;22;16;24;NA
2021-06-12;2021;6;12;47;NA;10;9;14;NA
2021-06-13;2021;6;13;47;NA;14;6;11;NA
2021-06-14;2021;6;14;47;NA;21;10;19;NA
2021-06-15;2021;6;15;47;NA;18;11;24;NA
2021-06-16;2021;6;16;47;NA;17;16;27;NA
2021-06-17;2021;6;17;47;NA;21;27;30;NA
2021-06-18;2021;6;18;47;NA;19;17;20;NA
2021-06-19;2021;6;19;47;NA;13;2;3;NA
2021-06-20;2021;6;20;47;NA;7;4;6;NA
2021-06-21;2021;6;21;47;NA;10;5;8;NA
2021-06-22;2021;6;22;47;NA;18;6;9;NA
2021-06-23;2021;6;23;47;NA;17;5;7;NA
2021-06-24;2021;6;24;47;NA;19;7;11;NA
2021-06-25;2021;6;25;47;NA;30;8;13;NA
2021-06-26;2021;6;26;47;NA;23;13;23;NA
2021-06-27;2021;6;27;47;NA;8;7;18;NA
2021-06-28;2021;6;28;47;NA;10;6;15;NA
2021-06-29;2021;6;29;47;NA;19;7;13;NA
2021-06-30;2021;6;30;47;NA;18;10;26;NA
2021-07-01;2021;7;1;47;NA;28;13;28;NA
2021-07-02;2021;7;2;47;NA;36;16;27;NA
2021-07-03;2021;7;3;47;NA;12;7;21;NA
2021-07-04;2021;7;4;47;NA;6;8;23;NA
2021-07-05;2021;7;5;47;NA;13;13;37;NA
2021-07-06;2021;7;6;47;NA;15;13;36;NA
2021-07-07;2021;7;7;47;NA;17;5;NA;NA
2021-07-08;2021;7;8;47;NA;19;5;17;NA
2021-07-09;2021;7;9;47;NA;27;15;37;NA
2021-07-10;2021;7;10;47;NA;25;16;38;NA
2021-07-11;2021;7;11;47;NA;24;25;75;NA
2021-07-12;2021;7;12;47;NA;8;10;38;NA
2021-07-13;2021;7;13;47;NA;12;5;13;NA
2021-07-14;2021;7;14;47;NA;15;6;15;NA
2021-07-15;2021;7;15;47;NA;23;7;21;NA
2021-07-16;2021;7;16;47;NA;33;15;36;NA
2021-07-17;2021;7;17;47;NA;17;13;22;NA
2021-07-18;2021;7;18;47;NA;11;12;22;NA
2021-07-19;2021;7;19;47;NA;18;10;24;NA
2021-07-20;2021;7;20;47;NA;34;14;26;NA
2021-07-21;2021;7;21;47;NA;32;22;40;NA
2021-07-22;2021;7;22;47;NA;31;16;35;NA
2021-07-23;2021;7;23;47;NA;43;19;36;NA
2021-07-24;2021;7;24;47;NA;8;7;27;NA
2021-07-25;2021;7;25;47;NA;9;8;25;NA
2021-07-26;2021;7;26;47;NA;19;22;61;NA
2021-07-27;2021;7;27;47;NA;22;24;NA;NA
2021-07-28;2021;7;28;47;NA;22;12;26;NA
2021-07-29;2021;7;29;47;NA;16;29;55;NA
2021-07-30;2021;7;30;47;NA;18;6;20;NA
2021-07-31;2021;7;31;47;NA;6;7;13;NA
2021-08-01;2021;8;1;47;NA;7;5;4;NA
2021-08-02;2021;8;2;47;NA;16;5;5;NA
2021-08-03;2021;8;3;47;NA;26;19;25;NA
2021-08-04;2021;8;4;47;NA;7;12;13;NA
2021-08-05;2021;8;5;47;NA;22;8;6;NA
2021-08-06;2021;8;6;47;NA;17;12;13;NA
2021-08-07;2021;8;7;47;NA;6;6;8;NA
2021-08-08;2021;8;8;47;NA;9;6;7;NA
2021-08-09;2021;8;9;47;NA;13;44;47;NA
2021-08-10;2021;8;10;47;NA;21;41;43;NA
2021-08-11;2021;8;11;47;NA;31;27;47;NA
2021-08-12;2021;8;12;47;NA;16;14;34;NA
2021-08-13;2021;8;13;47;NA;37;19;32;NA
2021-08-14;2021;8;14;47;NA;38;24;42;NA
2021-08-15;2021;8;15;47;NA;18;20;36;NA
2021-08-16;2021;8;16;47;NA;21;11;15;NA
2021-08-17;2021;8;17;47;NA;11;6;9;NA
2021-08-18;2021;8;18;47;NA;14;9;13;NA
2021-08-19;2021;8;19;47;NA;16;12;16;NA
2021-08-20;2021;8;20;47;NA;15;13;18;NA
2021-08-21;2021;8;21;47;NA;31;10;13;NA
2021-08-22;2021;8;22;47;NA;32;12;17;NA
2021-08-23;2021;8;23;47;NA;20;12;20;NA
2021-08-24;2021;8;24;47;NA;14;10;14;NA
2021-08-25;2021;8;25;47;NA;13;14;18;NA
2021-08-26;2021;8;26;47;NA;37;16;19;NA
2021-08-27;2021;8;27;47;NA;28;13;18;NA
2021-08-28;2021;8;28;47;NA;13;12;15;NA
2021-08-29;2021;8;29;47;NA;7;11;13;NA
2021-08-30;2021;8;30;47;NA;11;9;14;NA
2021-08-31;2021;8;31;47;NA;17;13;20;NA
2021-09-01;2021;9;1;47;NA;17;21;29;NA
2021-09-02;2021;9;2;47;NA;24;17;28;NA
2021-09-03;2021;9;3;47;NA;28;13;27;NA
2021-09-04;2021;9;4;47;NA;29;8;21;NA
2021-09-05;2021;9;5;47;NA;32;18;35;NA
2021-09-06;2021;9;6;47;NA;35;18;43;NA
2021-09-07;2021;9;7;47;NA;25;18;44;NA
2021-09-08;2021;9;8;47;NA;11;16;43;NA
2021-09-09;2021;9;9;47;NA;13;21;41;NA
2021-09-10;2021;9;10;47;NA;11;NA;NA;NA
2021-09-11;2021;9;11;47;NA;19;NA;NA;NA
2021-09-12;2021;9;12;47;NA;32;NA;NA;NA
2021-09-13;2021;9;13;47;NA;35;NA;NA;NA
2021-09-14;2021;9;14;47;NA;19;NA;NA;NA
2021-09-15;2021;9;15;47;NA;20;6;6;NA
2021-09-16;2021;9;16;47;NA;38;8;17;NA
2021-09-17;2021;9;17;47;NA;25;7;15;NA
2021-09-18;2021;9;18;47;NA;15;6;11;NA
2021-09-19;2021;9;19;47;NA;18;4;8;NA
2021-09-20;2021;9;20;47;NA;24;5;12;NA
2021-09-21;2021;9;21;47;NA;11;1;6;NA
2021-09-22;2021;9;22;47;NA;16;4;9;NA
2021-09-23;2021;9;23;47;NA;13;5;12;NA
2021-09-24;2021;9;24;47;NA;23;14;27;NA
2021-09-25;2021;9;25;47;NA;18;8;13;NA
2021-09-26;2021;9;26;47;NA;19;5;10;NA
2021-09-27;2021;9;27;47;NA;52;10;20;NA
2021-09-28;2021;9;28;47;NA;35;9;19;NA
2021-09-29;2021;9;29;47;NA;35;6;13;NA
2021-09-30;2021;9;30;47;NA;31;8;18;NA
2021-10-01;2021;10;1;47;NA;NA;10;21;NA
2021-10-02;2021;10;2;47;NA;42;11;20;NA
2021-10-03;2021;10;3;47;NA;12;5;8;NA
2021-10-04;2021;10;4;47;NA;26;3;6;NA
2021-10-05;2021;10;5;47;NA;29;4;9;NA
2021-10-06;2021;10;6;47;NA;41;5;13;NA
2021-10-07;2021;10;7;47;NA;62;7;17;NA
2021-10-08;2021;10;8;47;NA;58;9;21;NA
2021-10-09;2021;10;9;47;NA;35;6;13;NA
2021-10-10;2021;10;10;47;NA;28;8;16;NA
2021-10-11;2021;10;11;47;NA;34;8;16;NA
2021-10-12;2021;10;12;47;NA;33;9;17;NA
2021-10-13;2021;10;13;47;NA;40;6;15;NA
2021-10-14;2021;10;14;47;NA;52;10;23;NA
2021-10-15;2021;10;15;47;NA;51;13;27;NA
2021-10-16;2021;10;16;47;NA;59;12;26;NA
2021-10-17;2021;10;17;47;NA;28;10;17;NA
2021-10-18;2021;10;18;47;NA;41;12;23;NA
2021-10-19;2021;10;19;47;NA;45;12;26;NA
2021-10-20;2021;10;20;47;NA;36;10;23;NA
2021-10-21;2021;10;21;47;NA;30;7;16;NA
2021-10-22;2021;10;22;47;NA;16;3;11;NA
2021-10-23;2021;10;23;47;NA;30;5;11;NA
2021-10-24;2021;10;24;47;NA;46;9;19;NA
2021-10-25;2021;10;25;47;NA;60;11;27;NA
2021-10-26;2021;10;26;47;NA;43;9;24;NA
2021-10-27;2021;10;27;47;NA;60;12;30;NA
2021-10-28;2021;10;28;47;NA;53;12;26;NA
2021-10-29;2021;10;29;47;NA;47;12;24;NA
2021-10-30;2021;10;30;47;NA;17;8;10;NA
2021-10-31;2021;10;31;47;NA;12;14;15;NA
2021-11-01;2021;11;1;47;NA;11;2;3;NA
2021-11-02;2021;11;2;47;NA;19;3;7;NA
2021-11-03;2021;11;3;47;NA;15;2;4;NA
2021-11-04;2021;11;4;47;NA;37;5;10;NA
2021-11-05;2021;11;5;47;NA;30;3;6;NA
2021-11-06;2021;11;6;47;NA;27;3;5;NA
2021-11-07;2021;11;7;47;NA;49;8;13;NA
2021-11-08;2021;11;8;47;NA;52;9;18;NA
2021-11-09;2021;11;9;47;NA;56;8;17;NA
2021-11-10;2021;11;10;47;NA;56;8;20;NA
2021-11-11;2021;11;11;47;NA;72;18;36;NA
2021-11-12;2021;11;12;47;NA;59;10;22;NA
2021-11-13;2021;11;13;47;NA;47;11;19;NA
2021-11-14;2021;11;14;47;NA;38;10;17;NA
2021-11-15;2021;11;15;47;NA;27;2;7;NA
2021-11-16;2021;11;16;47;NA;47;7;16;NA
2021-11-17;2021;11;17;47;NA;34;4;12;NA
2021-11-18;2021;11;18;47;NA;48;5;15;NA
2021-11-19;2021;11;19;47;NA;34;6;14;NA
2021-11-20;2021;11;20;47;NA;34;7;14;NA
2021-11-21;2021;11;21;47;NA;37;9;16;NA
2021-11-22;2021;11;22;47;NA;40;9;13;NA
2021-11-23;2021;11;23;47;NA;36;6;12;NA
2021-11-24;2021;11;24;47;NA;33;8;14;NA
2021-11-25;2021;11;25;47;NA;47;6;13;NA
2021-11-26;2021;11;26;47;NA;56;9;17;NA
2021-11-27;2021;11;27;47;NA;18;3;6;NA
2021-11-28;2021;11;28;47;NA;10;2;5;NA
2021-11-29;2021;11;29;47;NA;20;3;5;NA
2021-11-30;2021;11;30;47;NA;65;11;21;NA
2021-12-01;2021;12;1;47;NA;49;14;21;NA
2021-12-02;2021;12;2;47;NA;34;4;7;NA
2021-12-03;2021;12;3;47;NA;NA;NA;NA;NA
2021-12-04;2021;12;4;47;NA;NA;NA;NA;NA
2021-12-05;2021;12;5;47;NA;NA;NA;NA;NA
2021-12-06;2021;12;6;47;NA;NA;NA;NA;NA
2021-12-07;2021;12;7;47;NA;NA;NA;NA;NA
2021-12-08;2021;12;8;47;NA;NA;NA;NA;NA
2021-12-09;2021;12;9;47;NA;NA;NA;NA;NA
2021-12-10;2021;12;10;47;NA;20;NA;NA;NA
2021-12-11;2021;12;11;47;NA;42;6;12;NA
2021-12-12;2021;12;12;47;NA;46;10;14;NA
2021-12-13;2021;12;13;47;NA;50;13;22;NA
2021-12-14;2021;12;14;47;NA;61;12;23;NA
2021-12-15;2021;12;15;47;NA;70;13;28;NA
2021-12-16;2021;12;16;47;NA;61;12;21;NA
2021-12-17;2021;12;17;47;NA;57;13;24;NA
2021-12-18;2021;12;18;47;NA;41;11;20;NA
2021-12-19;2021;12;19;47;NA;38;8;13;NA
2021-12-20;2021;12;20;47;NA;54;13;20;NA
2021-12-21;2021;12;21;47;NA;56;21;37;NA
2021-12-22;2021;12;22;47;NA;44;16;25;NA
2021-12-23;2021;12;23;47;NA;50;12;19;NA
2021-12-24;2021;12;24;47;NA;36;9;12;NA
2021-12-25;2021;12;25;47;NA;22;4;5;NA
2021-12-26;2021;12;26;47;NA;24;6;8;NA
2021-12-27;2021;12;27;47;NA;13;5;9;NA
2021-12-28;2021;12;28;47;NA;24;5;13;NA
2021-12-29;2021;12;29;47;NA;42;11;19;NA
2021-12-30;2021;12;30;47;NA;48;14;24;NA
2021-12-31;2021;12;31;47;NA;43;14;20;NA
2021-01-01;2021;1;1;48;NA;18;4;5;NA
2021-01-02;2021;1;2;48;NA;24;4;5;NA
2021-01-03;2021;1;3;48;NA;36;5;8;NA
2021-01-04;2021;1;4;48;NA;39;5;8;NA
2021-01-05;2021;1;5;48;NA;52;10;15;NA
2021-01-06;2021;1;6;48;NA;31;8;11;NA
2021-01-07;2021;1;7;48;NA;28;6;8;NA
2021-01-08;2021;1;8;48;NA;20;5;6;NA
2021-01-09;2021;1;9;48;NA;18;5;5;NA
2021-01-10;2021;1;10;48;NA;18;6;7;NA
2021-01-11;2021;1;11;48;NA;48;12;13;NA
2021-01-12;2021;1;12;48;NA;77;25;28;NA
2021-01-13;2021;1;13;48;NA;100;39;43;NA
2021-01-14;2021;1;14;48;NA;111;44;51;NA
2021-01-15;2021;1;15;48;NA;115;42;47;NA
2021-01-16;2021;1;16;48;NA;134;62;69;NA
2021-01-17;2021;1;17;48;NA;98;40;45;NA
2021-01-18;2021;1;18;48;NA;88;22;27;NA
2021-01-19;2021;1;19;48;NA;67;17;21;NA
2021-01-20;2021;1;20;48;NA;74;19;21;NA
2021-01-21;2021;1;21;48;NA;32;4;6;NA
2021-01-22;2021;1;22;48;NA;28;3;6;NA
2021-01-23;2021;1;23;48;NA;21;3;6;NA
2021-01-24;2021;1;24;48;NA;17;3;6;NA
2021-01-25;2021;1;25;48;NA;27;4;6;NA
2021-01-26;2021;1;26;48;NA;29;5;8;NA
2021-01-27;2021;1;27;48;NA;35;8;13;NA
2021-01-28;2021;1;28;48;NA;31;11;14;NA
2021-01-29;2021;1;29;48;NA;29;11;15;NA
2021-01-30;2021;1;30;48;NA;14;4;7;NA
2021-01-31;2021;1;31;48;NA;15;3;7;NA
2021-02-01;2021;2;1;48;NA;26;5;11;NA
2021-02-02;2021;2;2;48;NA;28;4;8;NA
2021-02-03;2021;2;3;48;NA;38;7;11;NA
2021-02-04;2021;2;4;48;NA;39;10;14;NA
2021-02-05;2021;2;5;48;NA;30;12;33;NA
2021-02-06;2021;2;6;48;NA;29;8;14;NA
2021-02-07;2021;2;7;48;NA;15;3;5;NA
2021-02-08;2021;2;8;48;NA;25;4;7;NA
2021-02-09;2021;2;9;48;NA;32;3;7;NA
2021-02-10;2021;2;10;48;NA;29;4;8;NA
2021-02-11;2021;2;11;48;NA;38;6;12;NA
2021-02-12;2021;2;12;48;NA;31;5;8;NA
2021-02-13;2021;2;13;48;NA;33;7;11;NA
2021-02-14;2021;2;14;48;NA;31;7;10;NA
2021-02-15;2021;2;15;48;NA;28;9;14;NA
2021-02-16;2021;2;16;48;NA;45;13;22;NA
2021-02-17;2021;2;17;48;NA;60;16;28;NA
2021-02-18;2021;2;18;48;NA;60;26;83;NA
2021-02-19;2021;2;19;48;NA;59;22;82;NA
2021-02-20;2021;2;20;48;NA;34;17;36;NA
2021-02-21;2021;2;21;48;NA;19;19;52;NA
2021-02-22;2021;2;22;48;NA;24;3;6;NA
2021-02-23;2021;2;23;48;NA;39;6;10;NA
2021-02-24;2021;2;24;48;NA;38;13;28;NA
2021-02-25;2021;2;25;48;NA;25;16;43;NA
2021-02-26;2021;2;26;48;NA;33;15;42;NA
2021-02-27;2021;2;27;48;NA;28;9;21;NA
2021-02-28;2021;2;28;48;NA;16;14;27;NA
2021-03-01;2021;3;1;48;NA;33;14;30;NA
2021-03-02;2021;3;2;48;NA;27;16;41;NA
2021-03-03;2021;3;3;48;NA;42;23;76;NA
2021-03-04;2021;3;4;48;NA;53;28;75;NA
2021-03-05;2021;3;5;48;NA;29;23;52;NA
2021-03-06;2021;3;6;48;NA;21;17;33;NA
2021-03-07;2021;3;7;48;NA;20;13;20;NA
2021-03-08;2021;3;8;48;NA;37;10;16;NA
2021-03-09;2021;3;9;48;NA;20;9;13;NA
2021-03-10;2021;3;10;48;NA;42;12;17;NA
2021-03-11;2021;3;11;48;NA;37;11;17;NA
2021-03-12;2021;3;12;48;NA;25;6;10;NA
2021-03-13;2021;3;13;48;NA;30;6;10;NA
2021-03-14;2021;3;14;48;NA;19;4;8;NA
2021-03-15;2021;3;15;48;NA;19;5;10;NA
2021-03-16;2021;3;16;48;NA;14;4;9;NA
2021-03-17;2021;3;17;48;NA;11;3;7;NA
2021-03-18;2021;3;18;48;NA;16;4;9;NA
2021-03-19;2021;3;19;48;NA;16;4;8;NA
