"Fecha";"Ano";"Mes";"Dia";"Estacion";"1";"8";"9";"10";"14"
2021-04-14;2021;4;14;18;NA;23;NA;16;52
2021-04-15;2021;4;15;18;NA;19;NA;20;62
2021-04-16;2021;4;16;18;NA;19;NA;17;70
2021-04-17;2021;4;17;18;NA;12;NA;14;84
2021-04-18;2021;4;18;18;NA;13;NA;13;79
2021-04-19;2021;4;19;18;NA;31;NA;21;53
2021-04-20;2021;4;20;18;NA;25;NA;15;48
2021-04-21;2021;4;21;18;NA;21;NA;16;54
2021-04-22;2021;4;22;18;NA;21;NA;10;54
2021-04-23;2021;4;23;18;NA;17;NA;12;67
2021-04-24;2021;4;24;18;NA;12;NA;12;75
2021-04-25;2021;4;25;18;NA;21;NA;15;55
2021-04-26;2021;4;26;18;NA;23;NA;17;43
2021-04-27;2021;4;27;18;NA;27;NA;17;42
2021-04-28;2021;4;28;18;NA;22;NA;12;48
2021-04-29;2021;4;29;18;NA;13;NA;9;63
2021-04-30;2021;4;30;18;NA;20;NA;15;61
2021-05-01;2021;5;1;18;NA;15;NA;9;61
2021-05-02;2021;5;2;18;NA;12;NA;11;79
2021-05-03;2021;5;3;18;NA;10;NA;12;76
2021-05-04;2021;5;4;18;NA;23;NA;13;61
2021-05-05;2021;5;5;18;NA;28;NA;18;61
2021-05-06;2021;5;6;18;NA;29;NA;20;48
2021-05-07;2021;5;7;18;NA;24;NA;19;58
2021-05-08;2021;5;8;18;NA;24;NA;20;56
2021-05-09;2021;5;9;18;NA;11;NA;22;65
2021-05-10;2021;5;10;18;NA;11;NA;9;61
2021-05-11;2021;5;11;18;NA;10;NA;9;69
2021-05-12;2021;5;12;18;NA;10;NA;13;75
2021-05-13;2021;5;13;18;NA;10;NA;10;71
2021-05-14;2021;5;14;18;NA;12;NA;13;80
2021-05-15;2021;5;15;18;NA;13;NA;15;53
2021-05-16;2021;5;16;18;NA;7;NA;13;32
2021-05-17;2021;5;17;18;NA;15;NA;12;74
2021-05-18;2021;5;18;18;NA;22;NA;17;57
2021-05-19;2021;5;19;18;NA;12;NA;15;82
2021-05-20;2021;5;20;18;NA;24;NA;18;74
2021-05-21;2021;5;21;18;NA;33;NA;29;48
2021-05-22;2021;5;22;18;NA;9;NA;12;85
2021-05-23;2021;5;23;18;NA;8;NA;13;77
2021-05-24;2021;5;24;18;NA;13;NA;9;68
2021-05-25;2021;5;25;18;NA;NA;NA;21;NA
2021-05-26;2021;5;26;18;NA;17;NA;23;82
2021-05-27;2021;5;27;18;NA;23;NA;25;75
2021-05-28;2021;5;28;18;NA;23;NA;20;78
2021-05-29;2021;5;29;18;NA;18;NA;16;80
2021-05-30;2021;5;30;18;NA;10;NA;20;89
2021-05-31;2021;5;31;18;NA;16;NA;27;73
2021-06-01;2021;6;1;18;NA;16;NA;22;64
2021-06-02;2021;6;2;18;NA;21;NA;24;73
2021-06-03;2021;6;3;18;NA;16;NA;25;82
2021-06-04;2021;6;4;18;NA;20;NA;20;70
2021-06-05;2021;6;5;18;NA;13;NA;17;66
2021-06-06;2021;6;6;18;NA;20;NA;20;66
2021-06-07;2021;6;7;18;NA;23;NA;18;71
2021-06-08;2021;6;8;18;NA;25;NA;20;73
2021-06-09;2021;6;9;18;NA;30;NA;22;71
2021-06-10;2021;6;10;18;NA;21;NA;26;91
2021-06-11;2021;6;11;18;NA;19;NA;29;87
2021-06-12;2021;6;12;18;NA;9;NA;16;98
2021-06-13;2021;6;13;18;NA;10;NA;17;98
2021-06-14;2021;6;14;18;NA;21;NA;24;100
2021-06-15;2021;6;15;18;NA;17;NA;34;89
2021-06-16;2021;6;16;18;NA;18;NA;32;86
2021-06-17;2021;6;17;18;NA;20;NA;16;60
2021-06-18;2021;6;18;18;NA;18;NA;16;58
2021-06-19;2021;6;19;18;NA;11;NA;9;71
2021-06-20;2021;6;20;18;NA;7;NA;9;61
2021-06-21;2021;6;21;18;NA;10;NA;10;56
2021-06-22;2021;6;22;18;NA;19;NA;10;49
2021-06-23;2021;6;23;18;NA;14;NA;7;63
2021-06-24;2021;6;24;18;NA;17;NA;11;82
2021-06-25;2021;6;25;18;NA;21;NA;17;80
2021-06-26;2021;6;26;18;NA;24;NA;26;75
2021-06-27;2021;6;27;18;NA;8;NA;14;78
2021-06-28;2021;6;28;18;NA;11;NA;10;75
2021-06-29;2021;6;29;18;NA;20;NA;15;78
2021-06-30;2021;6;30;18;NA;19;NA;22;76
2021-07-01;2021;7;1;18;NA;NA;NA;11;66
2021-07-02;2021;7;2;18;NA;29;NA;20;62
2021-07-03;2021;7;3;18;NA;11;NA;13;58
2021-07-04;2021;7;4;18;NA;8;NA;14;68
2021-07-05;2021;7;5;18;NA;13;NA;17;57
2021-07-06;2021;7;6;18;NA;14;NA;12;38
2021-07-07;2021;7;7;18;NA;14;NA;12;58
2021-07-08;2021;7;8;18;NA;18;NA;11;66
2021-07-09;2021;7;9;18;NA;24;NA;25;70
2021-07-10;2021;7;10;18;NA;26;NA;28;76
2021-07-11;2021;7;11;18;NA;23;NA;83;75
2021-07-12;2021;7;12;18;NA;8;NA;25;69
2021-07-13;2021;7;13;18;NA;10;NA;16;66
2021-07-14;2021;7;14;18;NA;16;NA;17;67
2021-07-15;2021;7;15;18;NA;21;NA;21;82
2021-07-16;2021;7;16;18;NA;28;NA;26;84
2021-07-17;2021;7;17;18;NA;18;NA;22;94
2021-07-18;2021;7;18;18;NA;12;NA;24;97
2021-07-19;2021;7;19;18;NA;18;NA;23;91
2021-07-20;2021;7;20;18;NA;32;NA;32;74
2021-07-21;2021;7;21;18;NA;29;NA;34;86
2021-07-22;2021;7;22;18;NA;34;NA;40;79
2021-07-23;2021;7;23;18;NA;27;NA;27;70
2021-07-24;2021;7;24;18;NA;9;NA;12;82
2021-07-25;2021;7;25;18;NA;9;NA;13;79
2021-07-26;2021;7;26;18;NA;19;NA;18;73
2021-07-27;2021;7;27;18;NA;23;NA;21;73
2021-07-28;2021;7;28;18;NA;24;NA;27;72
2021-07-29;2021;7;29;18;NA;18;NA;32;79
2021-07-30;2021;7;30;18;NA;16;NA;20;90
2021-07-31;2021;7;31;18;NA;8;NA;14;65
2021-08-01;2021;8;1;18;NA;7;NA;12;64
2021-08-02;2021;8;2;18;NA;14;NA;16;76
2021-08-03;2021;8;3;18;NA;21;NA;20;64
2021-08-04;2021;8;4;18;NA;9;NA;11;71
2021-08-05;2021;8;5;18;NA;16;NA;15;69
2021-08-06;2021;8;6;18;NA;14;NA;21;64
2021-08-07;2021;8;7;18;NA;7;NA;11;74
2021-08-08;2021;8;8;18;NA;12;NA;16;70
2021-08-09;2021;8;9;18;NA;14;NA;30;67
2021-08-10;2021;8;10;18;NA;20;NA;39;66
2021-08-11;2021;8;11;18;NA;30;NA;83;54
2021-08-12;2021;8;12;18;NA;16;NA;55;75
2021-08-13;2021;8;13;18;NA;34;NA;53;63
2021-08-14;2021;8;14;18;NA;36;NA;64;51
2021-08-15;2021;8;15;18;NA;19;NA;47;62
2021-08-16;2021;8;16;18;NA;22;NA;24;86
2021-08-17;2021;8;17;18;NA;11;NA;17;83
2021-08-18;2021;8;18;18;NA;16;NA;24;73
2021-08-19;2021;8;19;18;NA;20;NA;35;74
2021-08-20;2021;8;20;18;NA;16;NA;30;71
2021-08-21;2021;8;21;18;NA;30;NA;33;62
2021-08-22;2021;8;22;18;NA;29;NA;29;66
2021-08-23;2021;8;23;18;NA;22;NA;35;72
2021-08-24;2021;8;24;18;NA;17;NA;37;67
2021-08-25;2021;8;25;18;NA;16;NA;39;80
2021-08-26;2021;8;26;18;NA;33;NA;44;70
2021-08-27;2021;8;27;18;NA;30;NA;36;74
2021-08-28;2021;8;28;18;NA;15;NA;25;80
2021-08-29;2021;8;29;18;NA;12;NA;24;71
2021-08-30;2021;8;30;18;NA;13;NA;16;66
2021-08-31;2021;8;31;18;NA;23;NA;20;54
2021-09-01;2021;9;1;18;NA;20;NA;16;48
2021-09-02;2021;9;2;18;NA;27;NA;18;45
2021-09-03;2021;9;3;18;NA;28;NA;19;52
2021-09-04;2021;9;4;18;NA;34;NA;16;62
2021-09-05;2021;9;5;18;NA;37;NA;20;55
2021-09-06;2021;9;6;18;NA;35;NA;23;43
2021-09-07;2021;9;7;18;NA;33;NA;21;52
2021-09-08;2021;9;8;18;NA;15;NA;12;55
2021-09-09;2021;9;9;18;NA;16;NA;13;49
2021-09-10;2021;9;10;18;NA;16;NA;11;52
2021-09-11;2021;9;11;18;NA;20;NA;10;45
2021-09-12;2021;9;12;18;NA;34;NA;21;39
2021-09-13;2021;9;13;18;NA;40;NA;27;26
2021-09-14;2021;9;14;18;NA;26;NA;22;28
2021-09-15;2021;9;15;18;NA;29;NA;21;33
2021-09-16;2021;9;16;18;NA;37;NA;22;37
2021-09-17;2021;9;17;18;NA;30;NA;21;43
2021-09-18;2021;9;18;18;NA;18;NA;12;51
2021-09-19;2021;9;19;18;NA;26;NA;11;50
2021-09-20;2021;9;20;18;NA;26;NA;16;44
2021-09-21;2021;9;21;18;NA;11;NA;9;54
2021-09-22;2021;9;22;18;NA;19;NA;8;55
2021-09-23;2021;9;23;18;NA;16;NA;14;62
2021-09-24;2021;9;24;18;NA;29;NA;35;40
2021-09-25;2021;9;25;18;NA;20;NA;21;56
2021-09-26;2021;9;26;18;NA;16;NA;10;62
2021-09-27;2021;9;27;18;NA;47;NA;19;31
2021-09-28;2021;9;28;18;NA;39;NA;15;37
2021-09-29;2021;9;29;18;NA;37;NA;15;43
2021-09-30;2021;9;30;18;NA;37;NA;18;47
2021-10-01;2021;10;1;18;NA;43;NA;20;38
2021-10-02;2021;10;2;18;NA;32;NA;15;51
2021-10-03;2021;10;3;18;NA;12;NA;8;50
2021-10-04;2021;10;4;18;NA;26;NA;9;43
2021-10-05;2021;10;5;18;NA;31;NA;11;36
2021-10-06;2021;10;6;18;NA;39;NA;12;35
2021-10-07;2021;10;7;18;NA;56;NA;18;27
2021-10-08;2021;10;8;18;NA;52;NA;14;23
2021-10-09;2021;10;9;18;NA;33;NA;19;57
2021-10-10;2021;10;10;18;NA;27;NA;19;56
2021-10-11;2021;10;11;18;NA;35;NA;17;44
2021-10-12;2021;10;12;18;NA;40;NA;16;43
2021-10-13;2021;10;13;18;NA;41;NA;18;44
2021-10-14;2021;10;14;18;NA;53;NA;17;33
2021-10-15;2021;10;15;18;NA;47;NA;22;37
2021-10-16;2021;10;16;18;NA;55;NA;24;32
2021-10-17;2021;10;17;18;NA;32;NA;22;50
2021-10-18;2021;10;18;18;NA;41;NA;25;26
2021-10-19;2021;10;19;18;NA;50;NA;25;27
2021-10-20;2021;10;20;18;NA;37;NA;21;35
2021-10-21;2021;10;21;18;NA;29;NA;11;47
2021-10-22;2021;10;22;18;NA;15;NA;9;63
2021-10-23;2021;10;23;18;NA;31;NA;11;45
2021-10-24;2021;10;24;18;NA;43;NA;15;31
2021-10-25;2021;10;25;18;NA;62;NA;22;18
2021-10-26;2021;10;26;18;NA;47;NA;21;43
2021-10-27;2021;10;27;18;NA;59;NA;20;26
2021-10-28;2021;10;28;18;NA;50;NA;22;30
2021-10-29;2021;10;29;18;NA;40;NA;18;39
2021-10-30;2021;10;30;18;NA;16;NA;NA;39
2021-10-31;2021;10;31;18;NA;11;NA;32;37
2021-11-01;2021;11;1;18;NA;11;NA;7;56
2021-11-02;2021;11;2;18;NA;20;NA;8;54
2021-11-03;2021;11;3;18;NA;17;NA;7;59
2021-11-04;2021;11;4;18;NA;37;NA;10;35
2021-11-05;2021;11;5;18;NA;31;NA;7;40
2021-11-06;2021;11;6;18;NA;29;NA;5;47
2021-11-07;2021;11;7;18;NA;50;NA;14;20
2021-11-08;2021;11;8;18;NA;51;NA;12;21
2021-11-09;2021;11;9;18;NA;58;NA;12;21
2021-11-10;2021;11;10;18;NA;58;NA;11;24
2021-11-11;2021;11;11;18;NA;70;NA;25;8
2021-11-12;2021;11;12;18;NA;61;NA;18;17
2021-11-13;2021;11;13;18;NA;51;NA;18;16
2021-11-14;2021;11;14;18;NA;38;NA;12;24
2021-11-15;2021;11;15;18;NA;31;NA;6;43
2021-11-16;2021;11;16;18;NA;49;NA;12;16
2021-11-17;2021;11;17;18;NA;35;NA;9;42
2021-11-18;2021;11;18;18;NA;47;NA;12;33
2021-11-19;2021;11;19;18;NA;36;NA;13;36
2021-11-20;2021;11;20;18;NA;33;NA;17;39
2021-11-21;2021;11;21;18;NA;33;NA;18;26
2021-11-22;2021;11;22;18;NA;39;NA;18;13
2021-11-23;2021;11;23;18;NA;40;NA;9;20
2021-11-24;2021;11;24;18;NA;33;NA;9;17
2021-11-25;2021;11;25;18;NA;47;NA;8;17
2021-11-26;2021;11;26;18;NA;56;NA;NA;14
2021-11-27;2021;11;27;18;NA;17;NA;2;55
2021-11-28;2021;11;28;18;NA;11;NA;3;66
2021-11-29;2021;11;29;18;NA;22;NA;6;55
2021-11-30;2021;11;30;18;NA;61;NA;19;14
2021-12-01;2021;12;1;18;NA;38;NA;14;19
2021-12-02;2021;12;2;18;NA;31;NA;3;47
2021-12-03;2021;12;3;18;NA;38;NA;5;36
2021-12-04;2021;12;4;18;NA;32;NA;12;31
2021-12-05;2021;12;5;18;NA;12;NA;2;66
2021-12-06;2021;12;6;18;NA;16;NA;5;59
2021-12-07;2021;12;7;18;NA;36;NA;20;20
2021-12-08;2021;12;8;18;NA;11;NA;4;66
2021-12-09;2021;12;9;18;NA;18;NA;7;56
2021-12-10;2021;12;10;18;NA;15;NA;12;60
2021-12-11;2021;12;11;18;NA;40;NA;16;39
2021-12-12;2021;12;12;18;NA;46;NA;14;10
2021-12-13;2021;12;13;18;NA;51;NA;22;8
2021-12-14;2021;12;14;18;NA;60;NA;18;8
2021-12-15;2021;12;15;18;NA;77;NA;24;5
2021-12-16;2021;12;16;18;NA;61;NA;19;10
2021-12-17;2021;12;17;18;NA;59;NA;19;9
2021-12-18;2021;12;18;18;NA;43;NA;16;17
2021-12-19;2021;12;19;18;NA;39;NA;16;28
2021-12-20;2021;12;20;18;NA;54;NA;23;3
2021-12-21;2021;12;21;18;NA;55;NA;31;4
2021-12-22;2021;12;22;18;NA;47;NA;24;10
2021-12-23;2021;12;23;18;NA;47;NA;18;9
2021-12-24;2021;12;24;18;NA;39;NA;11;13
2021-12-25;2021;12;25;18;NA;27;NA;6;31
2021-12-26;2021;12;26;18;NA;21;NA;6;33
2021-12-27;2021;12;27;18;NA;14;NA;6;51
2021-12-28;2021;12;28;18;NA;19;NA;9;47
2021-12-29;2021;12;29;18;NA;42;NA;20;11
2021-12-30;2021;12;30;18;NA;47;NA;21;5
2021-12-31;2021;12;31;18;NA;46;NA;22;6
2021-01-01;2021;1;1;24;NA;3;3;3;65
2021-01-02;2021;1;2;24;NA;9;3;4;57
2021-01-03;2021;1;3;24;NA;21;6;8;38
2021-01-04;2021;1;4;24;NA;12;5;6;55
2021-01-05;2021;1;5;24;NA;37;12;16;23
2021-01-06;2021;1;6;24;NA;32;12;14;24
2021-01-07;2021;1;7;24;NA;25;7;8;33
2021-01-08;2021;1;8;24;NA;18;6;7;44
2021-01-09;2021;1;9;24;NA;NA;NA;NA;NA
2021-01-10;2021;1;10;24;NA;NA;NA;NA;NA
2021-01-11;2021;1;11;24;NA;22;14;15;39
2021-01-12;2021;1;12;24;NA;55;26;28;23
2021-01-13;2021;1;13;24;NA;79;37;40;13
2021-01-14;2021;1;14;24;NA;95;48;55;9
2021-01-15;2021;1;15;24;NA;85;40;44;11
2021-01-16;2021;1;16;24;NA;90;54;59;10
2021-01-17;2021;1;17;24;NA;83;46;51;13
2021-01-18;2021;1;18;24;NA;72;29;34;13
2021-01-19;2021;1;19;24;NA;65;25;28;11
2021-01-20;2021;1;20;24;NA;65;24;27;8
2021-01-21;2021;1;21;24;NA;7;3;4;57
2021-01-22;2021;1;22;24;NA;5;3;4;68
2021-01-23;2021;1;23;24;NA;4;3;5;61
2021-01-24;2021;1;24;24;NA;4;4;6;70
2021-01-25;2021;1;25;24;NA;4;2;4;51
2021-01-26;2021;1;26;24;NA;7;4;5;36
2021-01-27;2021;1;27;24;NA;13;5;7;27
2021-01-28;2021;1;28;24;NA;13;6;8;20
2021-01-29;2021;1;29;24;NA;11;7;9;25
2021-01-30;2021;1;30;24;NA;2;4;6;57
2021-01-31;2021;1;31;24;NA;3;3;6;67
2021-02-01;2021;2;1;24;NA;5;4;8;63
2021-02-02;2021;2;2;24;NA;9;3;4;45
2021-02-03;2021;2;3;24;NA;21;5;8;31
2021-02-04;2021;2;4;24;NA;28;9;13;35
2021-02-05;2021;2;5;24;NA;21;14;38;35
2021-02-06;2021;2;6;24;NA;16;7;12;42
2021-02-07;2021;2;7;24;NA;5;3;4;52
2021-02-08;2021;2;8;24;NA;4;3;4;63
2021-02-09;2021;2;9;24;NA;NA;NA;NA;NA
2021-02-10;2021;2;10;24;NA;NA;NA;NA;NA
2021-02-11;2021;2;11;24;NA;NA;NA;NA;NA
2021-02-12;2021;2;12;24;NA;7;4;5;59
2021-02-13;2021;2;13;24;NA;15;6;9;56
2021-02-14;2021;2;14;24;NA;24;11;14;31
2021-02-15;2021;2;15;24;NA;24;11;16;43
2021-02-16;2021;2;16;24;NA;26;14;20;32
2021-02-17;2021;2;17;24;NA;40;15;24;24
2021-02-18;2021;2;18;24;NA;31;26;86;26
2021-02-19;2021;2;19;24;NA;38;24;89;24
2021-02-20;2021;2;20;24;NA;26;21;45;36
2021-02-21;2021;2;21;24;NA;8;23;61;65
2021-02-22;2021;2;22;24;NA;11;3;5;66
2021-02-23;2021;2;23;24;NA;28;8;11;32
2021-02-24;2021;2;24;24;NA;24;15;33;36
2021-02-25;2021;2;25;24;NA;22;18;50;43
2021-02-26;2021;2;26;24;NA;25;17;50;37
2021-02-27;2021;2;27;24;NA;22;17;31;40
2021-02-28;2021;2;28;24;NA;11;16;30;58
2021-03-01;2021;3;1;24;NA;24;16;35;48
2021-03-02;2021;3;2;24;NA;26;18;49;51
2021-03-03;2021;3;3;24;NA;33;28;87;29
2021-03-04;2021;3;4;24;NA;38;30;89;13
2021-03-05;2021;3;5;24;NA;26;28;68;34
2021-03-06;2021;3;6;24;NA;17;20;43;53
2021-03-07;2021;3;7;24;NA;17;16;26;52
2021-03-08;2021;3;8;24;NA;26;12;20;27
2021-03-09;2021;3;9;24;NA;12;10;15;61
2021-03-10;2021;3;10;24;NA;24;13;18;44
2021-03-11;2021;3;11;24;NA;15;11;16;42
2021-03-12;2021;3;12;24;NA;10;5;9;53
2021-03-13;2021;3;13;24;NA;13;8;12;55
2021-03-14;2021;3;14;24;NA;10;5;9;62
2021-03-15;2021;3;15;24;NA;14;5;10;68
2021-03-16;2021;3;16;24;NA;10;6;12;71
2021-03-17;2021;3;17;24;NA;7;3;8;71
2021-03-18;2021;3;18;24;NA;8;5;9;77
2021-03-19;2021;3;19;24;NA;7;3;6;69
2021-03-20;2021;3;20;24;NA;5;3;6;83
2021-03-21;2021;3;21;24;NA;10;7;12;70
2021-03-22;2021;3;22;24;NA;30;11;19;42
2021-03-23;2021;3;23;24;NA;27;10;18;50
2021-03-24;2021;3;24;24;NA;31;14;25;53
2021-03-25;2021;3;25;24;NA;24;13;22;57
2021-03-26;2021;3;26;24;NA;17;13;34;58
2021-03-27;2021;3;27;24;NA;18;16;36;58
2021-03-28;2021;3;28;24;NA;11;14;29;66
2021-03-29;2021;3;29;24;NA;17;8;25;72
2021-03-30;2021;3;30;24;NA;18;11;32;75
2021-03-31;2021;3;31;24;NA;13;11;31;72
2021-04-01;2021;4;1;24;NA;9;12;33;80
2021-04-02;2021;4;2;24;NA;6;6;10;57
2021-04-03;2021;4;3;24;NA;12;12;21;41
2021-04-04;2021;4;4;24;NA;13;12;25;70
2021-04-05;2021;4;5;24;NA;16;11;20;70
2021-04-06;2021;4;6;24;NA;22;8;15;60
2021-04-07;2021;4;7;24;NA;15;6;14;72
2021-04-08;2021;4;8;24;NA;15;9;18;63
2021-04-09;2021;4;9;24;NA;19;10;18;52
2021-04-10;2021;4;10;24;NA;8;13;21;56
2021-04-11;2021;4;11;24;NA;5;4;6;56
2021-04-12;2021;4;12;24;NA;16;5;8;69
2021-04-13;2021;4;13;24;NA;22;10;14;47
2021-04-14;2021;4;14;24;NA;15;10;16;56
2021-04-15;2021;4;15;24;NA;12;11;18;68
2021-04-16;2021;4;16;24;NA;14;9;15;74
2021-04-17;2021;4;17;24;NA;7;7;12;90
2021-04-18;2021;4;18;24;NA;8;9;14;84
2021-04-19;2021;4;19;24;NA;17;11;17;63
2021-04-20;2021;4;20;24;NA;16;9;15;57
2021-04-21;2021;4;21;24;NA;11;6;10;63
2021-04-22;2021;4;22;24;NA;11;5;8;59
2021-04-23;2021;4;23;24;NA;11;6;10;73
2021-04-24;2021;4;24;24;NA;7;8;12;80
2021-04-25;2021;4;25;24;NA;13;7;11;56
2021-04-26;2021;4;26;24;NA;9;9;14;49
2021-04-27;2021;4;27;24;NA;15;9;15;49
2021-04-28;2021;4;28;24;NA;9;5;9;54
2021-04-29;2021;4;29;24;NA;5;6;10;73
2021-04-30;2021;4;30;24;NA;10;6;11;70
2021-05-01;2021;5;1;24;NA;7;7;10;69
2021-05-02;2021;5;2;24;NA;8;7;11;82
2021-05-03;2021;5;3;24;NA;7;7;12;80
2021-05-04;2021;5;4;24;NA;11;7;11;69
2021-05-05;2021;5;5;24;NA;14;9;15;72
2021-05-06;2021;5;6;24;NA;14;10;17;62
2021-05-07;2021;5;7;24;NA;13;7;15;68
2021-05-08;2021;5;8;24;NA;13;10;22;67
2021-05-09;2021;5;9;24;NA;6;7;18;72
2021-05-10;2021;5;10;24;NA;4;5;10;69
2021-05-11;2021;5;11;24;NA;2;4;7;80
2021-05-12;2021;5;12;24;NA;3;5;11;80
2021-05-13;2021;5;13;24;NA;3;5;10;79
2021-05-14;2021;5;14;24;NA;3;5;10;89
2021-05-15;2021;5;15;24;NA;6;6;11;58
2021-05-16;2021;5;16;24;NA;2;5;10;37
2021-05-17;2021;5;17;24;NA;7;5;11;81
2021-05-18;2021;5;18;24;NA;11;8;18;65
2021-05-19;2021;5;19;24;NA;7;5;13;87
2021-05-20;2021;5;20;24;NA;13;7;18;83
2021-05-21;2021;5;21;24;NA;17;13;27;63
2021-05-22;2021;5;22;24;NA;3;6;14;92
2021-05-23;2021;5;23;24;NA;6;6;14;80
2021-05-24;2021;5;24;24;NA;4;4;10;76
2021-05-25;2021;5;25;24;NA;10;8;18;89
2021-05-26;2021;5;26;24;NA;9;10;21;89
2021-05-27;2021;5;27;24;NA;17;10;22;79
2021-05-28;2021;5;28;24;NA;16;13;24;77
2021-05-29;2021;5;29;24;NA;10;10;19;82
2021-05-30;2021;5;30;24;NA;5;11;21;92
2021-05-31;2021;5;31;24;NA;10;12;29;74
2021-06-01;2021;6;1;24;NA;9;12;24;63
2021-06-02;2021;6;2;24;NA;12;12;26;73
2021-06-03;2021;6;3;24;NA;9;12;25;84
2021-06-04;2021;6;4;24;NA;10;9;19;75
2021-06-05;2021;6;5;24;NA;9;9;18;66
2021-06-06;2021;6;6;24;NA;12;15;24;61
2021-06-07;2021;6;7;24;NA;12;10;20;75
2021-06-08;2021;6;8;24;NA;15;12;24;79
2021-06-09;2021;6;9;24;NA;16;12;24;80
2021-06-10;2021;6;10;24;NA;11;14;27;95
2021-06-11;2021;6;11;24;NA;14;14;30;86
2021-06-12;2021;6;12;24;NA;6;10;20;95
2021-06-13;2021;6;13;24;NA;5;9;20;100
2021-06-14;2021;6;14;24;NA;12;12;28;103
2021-06-15;2021;6;15;24;NA;10;13;38;90
2021-06-16;2021;6;16;24;NA;13;12;35;83
2021-06-17;2021;6;17;24;NA;12;12;20;52
2021-06-18;2021;6;18;24;NA;13;11;21;50
2021-06-19;2021;6;19;24;NA;6;7;13;65
2021-06-20;2021;6;20;24;NA;4;7;13;59
2021-06-21;2021;6;21;24;NA;4;6;13;57
2021-06-22;2021;6;22;24;NA;11;5;10;45
2021-06-23;2021;6;23;24;NA;NA;NA;NA;NA
2021-06-24;2021;6;24;24;NA;NA;NA;NA;NA
2021-06-25;2021;6;25;24;NA;NA;NA;NA;NA
2021-06-26;2021;6;26;24;NA;NA;NA;NA;NA
2021-06-27;2021;6;27;24;NA;NA;NA;NA;NA
2021-06-28;2021;6;28;24;NA;NA;NA;NA;NA
2021-06-29;2021;6;29;24;NA;NA;NA;NA;NA
2021-06-30;2021;6;30;24;NA;NA;NA;NA;NA
2021-07-01;2021;7;1;24;NA;NA;NA;NA;NA
2021-07-02;2021;7;2;24;NA;15;8;17;72
2021-07-03;2021;7;3;24;NA;5;7;16;60
2021-07-04;2021;7;4;24;NA;3;7;13;69
2021-07-05;2021;7;5;24;NA;6;6;13;63
2021-07-06;2021;7;6;24;NA;7;6;14;40
2021-07-07;2021;7;7;24;NA;8;7;13;58
2021-07-08;2021;7;8;24;NA;11;6;14;66
2021-07-09;2021;7;9;24;NA;11;11;24;76
2021-07-10;2021;7;10;24;NA;17;13;29;72
2021-07-11;2021;7;11;24;NA;NA;NA;NA;NA
2021-07-12;2021;7;12;24;NA;NA;NA;NA;NA
2021-07-13;2021;7;13;24;NA;6;5;13;65
2021-07-14;2021;7;14;24;NA;8;9;17;69
2021-07-15;2021;7;15;24;NA;13;8;18;84
2021-07-16;2021;7;16;24;NA;15;11;25;89
2021-07-17;2021;7;17;24;NA;8;10;22;96
2021-07-18;2021;7;18;24;NA;6;11;22;98
2021-07-19;2021;7;19;24;NA;9;13;24;95
2021-07-20;2021;7;20;24;NA;16;17;32;86
2021-07-21;2021;7;21;24;NA;15;17;36;96
2021-07-22;2021;7;22;24;NA;19;17;38;92
2021-07-23;2021;7;23;24;NA;13;16;31;82
2021-07-24;2021;7;24;24;NA;4;6;14;84
2021-07-25;2021;7;25;24;NA;5;8;15;81
2021-07-26;2021;7;26;24;NA;15;10;17;63
2021-07-27;2021;7;27;24;NA;14;12;22;75
2021-07-28;2021;7;28;24;NA;12;13;24;81
2021-07-29;2021;7;29;24;NA;13;13;29;79
2021-07-30;2021;7;30;24;NA;7;12;23;95
2021-07-31;2021;7;31;24;NA;4;9;17;70
2021-08-01;2021;8;1;24;NA;4;6;10;64
2021-08-02;2021;8;2;24;NA;10;8;17;79
2021-08-03;2021;8;3;24;NA;12;9;20;71
2021-08-04;2021;8;4;24;NA;3;7;14;77
2021-08-05;2021;8;5;24;NA;7;9;17;75
2021-08-06;2021;8;6;24;NA;6;10;21;70
2021-08-07;2021;8;7;24;NA;2;7;14;78
2021-08-08;2021;8;8;24;NA;4;7;14;75
2021-08-09;2021;8;9;24;NA;9;9;21;73
2021-08-10;2021;8;10;24;NA;12;11;30;73
2021-08-11;2021;8;11;24;NA;18;20;76;63
2021-08-12;2021;8;12;24;NA;11;16;47;80
2021-08-13;2021;8;13;24;NA;19;17;49;76
2021-08-14;2021;8;14;24;NA;25;22;67;60
2021-08-15;2021;8;15;24;NA;11;16;45;71
2021-08-16;2021;8;16;24;NA;11;10;23;93
2021-08-17;2021;8;17;24;NA;7;5;13;87
2021-08-18;2021;8;18;24;NA;8;8;20;85
2021-08-19;2021;8;19;24;NA;11;11;25;86
2021-08-20;2021;8;20;24;NA;11;9;29;79
2021-08-21;2021;8;21;24;NA;15;10;22;77
2021-08-22;2021;8;22;24;NA;12;10;25;82
2021-08-23;2021;8;23;24;NA;14;11;30;80
2021-08-24;2021;8;24;24;NA;11;10;26;74
2021-08-25;2021;8;25;24;NA;12;11;28;86
2021-08-26;2021;8;26;24;NA;16;14;33;93
2021-08-27;2021;8;27;24;NA;24;14;30;68
2021-08-28;2021;8;28;24;NA;8;12;26;90
2021-08-29;2021;8;29;24;NA;7;9;19;79
2021-08-30;2021;8;30;24;NA;5;7;15;75
